"x","y","y","y","i","i","i","r","y","y","y","y","y","y","v","v","v","v","v","v","i","i","i","i","i","g","g","g","g","g","g","g","o","o","o","o","o","o","o","v","i","b","b","b","b","b","y","y","y","y","b","g","r","r","r","r","r","b","g","g","g","g","g","g","g","x"
"x","y","y","y","i","i","i","v","y","y","y","y","y","y","v","v","v","v","v","v","i","i","i","i","i","g","g","g","g","g","g","g","v","v","v","v","v","i","i","i","y","b","b","b","b","b","o","o","o","o","o","o","o","g","v","v","v","v","g","g","g","g","g","g","g","x"
"x","y","y","y","i","i","i","g","y","y","y","y","y","y","v","v","v","v","v","v","i","i","i","i","i","r","i","i","i","y","y","y","v","v","v","v","v","i","i","i","r","r","r","g","v","r","o","o","o","o","o","o","o","b","v","v","v","v","g","g","g","g","g","g","g","x"
"x","r","o","o","o","o","r","o","y","y","y","y","y","y","v","v","v","v","v","v","i","i","i","i","i","g","i","i","i","y","y","y","v","v","v","v","v","i","i","i","r","r","r","o","o","i","o","o","o","o","o","o","o","g","v","v","v","v","y","i","i","i","i","y","y","x"
"x","v","o","o","o","o","v","v","o","g","v","b","b","i","v","v","v","v","v","v","i","i","i","i","i","v","i","i","i","y","y","y","v","v","v","v","v","g","b","g","r","r","r","o","o","g","o","o","o","o","o","o","o","r","v","v","v","v","r","i","i","i","i","y","y","x"
"x","y","o","o","o","o","v","v","g","b","g","b","b","r","v","v","v","v","v","v","r","r","r","g","b","o","y","o","r","o","r","g","v","v","v","v","v","o","y","y","y","g","i","i","i","r","o","o","o","o","o","o","o","i","g","r","b","g","o","i","i","i","i","o","g","x"
"x","i","o","o","o","o","g","g","v","v","b","o","i","v","g","r","r","g","r","g","r","r","r","o","g","g","g","g","g","g","g","i","i","i","i","i","i","b","y","y","y","b","i","i","i","y","o","o","o","o","o","o","o","v","i","v","v","v","g","i","i","i","i","g","v","x"
"x","o","r","g","r","i","g","g","v","v","y","y","y","y","y","r","r","i","o","y","r","r","r","i","g","g","g","g","g","g","g","i","i","i","i","i","i","g","y","y","y","v","i","i","i","r","o","o","o","o","o","o","o","y","g","v","v","v","b","b","b","b","b","b","b","x"
"x","y","y","y","y","v","b","b","y","r","y","y","y","y","y","i","g","g","g","g","g","v","o","y","g","g","g","g","g","g","g","i","i","i","i","i","i","o","r","g","g","g","g","g","v","b","b","b","b","i","i","i","b","v","r","v","v","v","b","b","b","b","b","b","b","x"
"x","y","y","y","y","g","b","b","r","g","y","y","y","y","y","v","g","g","g","g","g","i","y","b","g","g","g","g","g","g","g","i","i","i","i","i","i","g","y","g","g","g","g","g","i","b","b","b","b","i","i","i","y","y","y","y","y","y","b","b","b","b","b","b","b","x"
"x","y","y","y","y","r","g","i","y","r","y","y","y","y","y","o","g","g","g","g","g","b","o","y","g","g","g","g","g","g","g","i","i","i","i","i","i","r","b","g","g","g","g","g","o","b","b","b","b","i","i","i","y","y","y","y","y","y","b","b","b","b","b","b","b","x"
"x","y","y","y","y","v","v","o","o","g","y","y","y","y","y","v","g","g","g","g","g","i","v","b","g","g","g","g","g","g","g","i","i","i","i","i","i","v","o","g","g","g","g","g","v","b","b","b","b","r","r","b","y","y","y","y","y","y","b","b","b","b","b","b","b","x"
"x","r","i","v","g","v","v","o","o","r","v","i","i","i","i","i","g","g","g","g","g","b","r","o","g","g","g","g","g","g","g","b","v","g","g","g","g","g","b","g","g","g","g","g","r","i","g","y","o","r","r","i","y","y","y","y","y","y","b","b","b","b","b","b","b","x"
"x","v","v","r","r","y","b","b","g","g","o","i","i","i","i","i","r","o","o","o","i","v","v","v","v","r","r","r","r","r","r","r","y","g","g","g","g","g","v","v","v","v","y","y","v","v","v","v","v","o","o","o","y","y","y","y","y","y","b","b","b","b","b","b","b","x"
"x","v","v","r","r","g","b","b","g","g","v","i","i","i","i","i","v","o","o","o","y","v","v","v","v","r","r","r","r","r","r","r","o","g","g","g","g","g","v","v","v","v","y","y","v","v","v","v","v","o","o","o","y","y","y","y","y","y","i","i","i","i","i","r","i","x"
"x","b","b","b","b","b","o","r","r","o","g","i","i","i","i","i","g","o","o","o","r","v","v","v","v","r","r","r","r","r","r","r","y","g","g","g","g","g","v","v","v","v","g","i","v","v","v","v","v","o","o","o","g","g","b","g","r","b","i","i","i","i","i","v","g","x"
"x","b","b","b","b","b","i","r","r","v","v","i","i","i","i","i","v","r","g","r","b","v","v","v","v","r","r","r","r","r","r","r","i","g","g","g","g","g","v","v","v","v","r","o","v","v","v","v","v","b","y","r","g","g","i","i","g","y","i","i","i","i","i","o","y","x"
"x","b","b","b","b","b","r","b","o","v","v","o","o","o","b","y","y","y","y","y","y","g","r","b","g","r","r","r","r","r","r","r","b","o","o","o","o","o","o","i","r","g","v","r","v","v","v","v","v","o","b","b","v","b","i","i","y","o","i","i","i","i","i","b","g","x"
"x","b","b","b","b","b","y","i","i","r","b","o","o","o","r","y","y","y","y","y","y","o","g","y","v","r","r","r","r","r","r","r","v","o","o","o","o","o","o","y","b","b","b","b","b","i","g","b","y","g","b","b","r","r","r","y","i","y","i","i","i","i","i","o","v","x"
"x","b","b","b","b","b","r","i","i","o","r","o","o","o","g","y","y","y","y","y","y","r","y","i","b","r","r","r","r","r","r","r","i","o","o","o","o","o","o","g","b","b","b","b","b","r","r","r","r","r","o","g","r","r","r","b","b","b","b","b","g","v","g","v","o","x"
"x","g","g","g","g","g","g","g","y","b","v","b","i","r","i","y","y","y","y","y","y","i","i","g","g","g","g","g","i","i","i","i","b","o","o","o","o","o","o","i","b","b","b","b","b","r","r","r","r","r","y","y","r","r","r","b","b","b","b","b","v","g","i","r","r","x"
"x","g","g","g","g","g","g","g","o","r","i","i","v","y","r","y","y","y","y","y","y","i","i","g","g","g","g","g","i","i","i","i","y","o","o","o","o","o","o","g","b","b","b","b","b","r","r","r","r","r","y","y","i","b","y","b","b","b","b","b","i","v","y","r","r","x"
"x","g","g","g","g","g","g","g","i","g","i","i","b","b","b","y","y","y","y","y","y","g","b","g","g","g","g","g","i","i","i","i","b","o","o","o","o","o","o","y","b","b","b","b","b","r","r","r","r","r","b","b","v","v","o","b","b","b","b","b","v","o","o","i","i","x"
"x","g","g","g","g","g","g","g","v","v","r","g","b","b","b","o","o","o","o","o","v","b","r","g","g","g","g","g","i","i","i","i","o","g","g","g","g","g","g","v","v","v","o","r","v","r","r","r","r","r","b","b","v","v","i","b","b","b","b","b","r","o","o","i","i","x"
"x","g","g","g","g","g","g","g","v","v","y","i","b","b","b","o","o","o","o","o","y","i","v","g","g","g","g","g","r","v","b","b","y","g","g","g","g","g","g","v","v","v","b","b","b","b","v","g","g","o","o","o","o","o","o","o","y","r","v","v","v","r","r","r","r","x"
"x","g","g","g","g","g","g","g","o","g","b","v","o","r","v","o","o","o","o","o","g","b","b","b","b","b","y","y","y","g","b","b","o","g","g","g","g","g","g","v","v","v","b","b","b","b","r","g","g","o","o","o","o","o","o","o","i","b","v","v","v","r","r","r","r","x"
"x","g","g","g","g","g","g","g","i","i","i","i","i","b","r","o","o","o","o","o","i","b","b","b","b","b","y","y","y","b","o","y","v","g","g","g","g","g","g","i","o","o","b","b","b","b","i","i","r","o","o","o","o","o","o","o","y","y","v","v","v","r","r","r","r","x"
"x","v","v","v","i","o","r","b","i","i","i","i","i","r","b","o","o","o","o","o","v","b","b","b","b","b","y","y","y","g","g","g","b","g","g","g","g","g","g","b","o","o","b","b","b","b","i","i","y","o","o","o","o","o","o","o","y","y","g","r","y","r","r","r","r","x"
"x","v","v","v","y","y","v","v","i","i","i","i","i","b","g","r","i","v","y","y","y","b","b","b","b","b","v","r","r","g","g","g","r","g","g","g","g","g","g","y","v","v","v","v","v","o","b","b","g","o","o","o","o","o","o","o","i","r","o","o","o","o","g","v","y","x"
"x","v","v","v","y","y","v","v","i","i","i","i","i","v","v","v","v","b","y","y","y","b","b","b","b","b","i","r","r","g","g","g","i","i","i","i","i","i","v","r","v","v","v","v","v","r","b","b","r","o","o","o","o","o","o","o","y","v","o","o","o","o","v","i","b","x"
"x","b","b","b","b","b","b","r","i","i","i","i","i","v","v","v","v","i","y","y","y","g","g","g","g","g","g","y","o","o","o","b","i","i","i","i","i","i","y","i","v","v","v","v","v","b","i","g","g","o","o","o","o","o","o","o","r","i","o","o","o","o","r","r","r","x"
"x","b","b","b","b","b","b","y","r","r","r","g","y","v","v","v","v","r","b","i","i","g","g","g","g","g","g","i","o","o","o","v","i","i","i","i","i","i","r","g","v","v","v","v","v","i","o","g","g","v","v","v","v","v","r","g","i","y","o","o","o","o","r","r","r","x"
"x","b","b","b","b","b","b","v","r","r","r","v","i","v","v","v","v","i","g","i","i","g","g","g","g","g","g","b","o","o","o","g","i","i","i","i","i","i","v","y","v","v","v","v","v","b","y","i","o","v","v","v","v","v","b","b","b","b","b","v","y","i","r","r","r","x"
"x","b","b","b","b","b","b","y","r","r","r","y","y","y","y","y","y","o","o","v","o","g","g","g","g","g","g","i","v","i","v","o","i","i","i","i","i","i","g","g","g","g","g","g","g","o","o","b","g","v","v","v","v","v","b","b","b","b","b","r","r","v","y","b","o","x"
"x","b","b","b","b","b","b","o","o","o","o","y","y","y","y","y","y","o","o","r","b","g","g","g","g","g","g","b","b","b","b","v","i","i","i","i","i","i","g","g","g","g","g","g","g","o","o","g","y","v","v","v","v","v","b","b","b","b","b","r","r","o","v","v","v","x"
"x","b","b","b","b","b","b","o","o","o","o","y","y","y","y","y","y","i","i","i","i","g","g","g","g","g","g","b","b","b","b","g","o","y","o","v","y","b","g","g","g","g","g","g","g","r","r","o","b","v","v","v","v","v","b","b","b","b","b","i","v","b","v","v","v","x"
"x","y","y","y","y","y","r","o","o","o","o","y","y","y","y","y","y","i","i","i","i","y","o","r","y","b","v","b","b","b","b","r","r","r","r","o","i","y","g","g","g","g","g","g","g","r","r","g","g","g","g","g","g","g","b","b","b","b","b","r","o","o","v","v","v","x"
"x","y","y","y","y","y","v","o","o","o","o","y","y","y","y","y","y","i","i","i","i","b","b","b","o","v","g","b","b","b","b","r","r","r","r","y","v","v","g","g","g","g","g","g","g","b","i","g","g","g","g","g","g","g","o","v","g","o","i","i","o","o","y","y","y","x"
"x","y","y","y","y","y","b","b","v","y","b","y","y","y","y","y","y","i","i","i","i","b","b","b","i","i","i","i","o","y","g","r","r","r","r","b","v","v","g","g","g","g","g","g","g","y","b","g","g","g","g","g","g","g","i","r","y","r","i","i","b","v","y","y","y","x"
"x","y","y","y","y","y","b","b","i","i","i","i","i","o","v","v","v","v","v","o","g","b","b","b","i","i","i","i","b","g","b","r","r","r","r","v","o","y","g","g","g","g","g","g","g","b","o","g","g","g","g","g","g","g","o","o","v","v","g","o","g","g","y","y","y","x"
"x","y","y","y","y","y","r","g","i","i","i","i","i","r","v","v","v","v","v","y","y","y","y","v","i","i","i","i","v","v","v","v","i","b","b","b","b","b","b","v","v","v","v","y","v","r","r","g","g","g","g","g","g","g","o","o","v","v","o","i","g","g","v","i","v","x"
"x","v","v","v","v","v","o","y","i","i","i","i","i","o","v","v","v","v","v","y","y","y","y","r","i","i","i","i","v","v","v","v","y","b","b","b","b","b","b","v","v","v","v","b","i","r","r","g","g","g","g","g","g","g","b","b","b","b","g","r","r","b","y","o","o","x"
"x","v","v","v","v","v","i","o","i","i","i","i","i","b","v","v","v","v","v","y","y","y","y","o","o","o","v","o","v","v","v","v","g","b","b","b","b","b","b","v","v","v","v","y","y","y","y","g","g","g","g","g","g","g","b","b","b","b","i","r","r","i","b","o","o","x"
"x","v","v","v","v","v","o","b","i","i","i","i","i","r","v","v","v","v","v","y","y","y","y","o","o","o","i","y","v","v","v","v","o","b","b","b","b","b","b","v","v","v","v","y","y","y","y","b","b","b","b","i","r","v","b","b","b","b","v","v","v","v","v","v","v","x"
"x","v","v","v","v","v","y","y","y","y","y","y","y","i","i","i","i","r","b","i","o","r","i","o","o","o","g","g","y","r","y","g","v","b","b","b","b","b","b","y","r","i","o","y","y","y","y","b","b","b","b","y","i","r","b","b","b","b","v","v","v","v","v","v","v","x"
"x","v","v","v","v","v","y","y","y","y","y","y","y","i","i","i","i","b","g","g","b","g","g","g","r","v","g","g","o","i","i","y","y","b","b","b","b","b","b","v","v","v","r","y","y","y","y","b","b","b","b","o","o","o","o","g","g","i","v","v","v","v","v","v","v","x"
"x","o","o","o","g","r","y","y","y","y","y","y","y","i","i","i","i","v","g","g","v","g","g","g","b","y","y","y","r","i","i","y","y","g","g","g","v","v","r","v","v","v","b","v","v","v","v","b","b","b","b","o","o","o","o","g","g","r","v","v","v","v","v","v","v","x"
"x","o","o","o","i","i","y","y","y","y","y","y","y","i","i","i","i","y","y","y","b","g","g","g","o","y","y","y","b","b","b","b","r","g","g","g","v","v","b","v","v","v","o","v","v","v","v","g","g","g","i","o","o","o","o","v","o","g","v","v","v","v","v","v","v","x"
"x","o","o","o","i","i","y","y","y","y","y","y","y","r","o","y","o","y","y","y","o","r","y","o","r","y","y","y","b","b","b","b","i","g","g","g","y","y","y","o","b","y","r","v","v","v","v","g","g","g","y","o","o","o","o","g","v","b","v","v","v","v","v","v","v","x"
"x","v","v","v","v","b","y","y","y","y","y","y","y","g","i","g","g","y","y","y","r","g","g","g","g","g","g","g","b","b","b","b","r","i","o","b","y","y","y","g","g","g","o","v","v","v","v","g","g","g","v","v","v","v","r","r","r","r","v","v","v","v","v","v","v","x"
"x","v","v","v","v","g","y","y","y","y","y","y","y","i","b","g","g","o","b","r","v","g","g","g","g","g","g","g","b","b","b","b","g","g","g","g","y","y","y","g","g","g","r","y","y","y","b","r","y","y","v","v","v","v","r","r","r","r","y","o","b","b","b","g","i","x"
"x","v","v","v","v","o","o","o","o","i","i","i","i","v","y","y","r","v","r","i","i","g","g","g","g","g","g","g","y","r","i","y","g","g","g","g","r","g","o","g","g","g","o","y","y","y","i","g","y","y","v","v","v","v","r","r","r","r","g","i","b","b","b","i","b","x"
"x","v","v","v","v","o","o","o","o","i","i","i","i","g","y","y","i","i","b","i","i","g","g","g","g","g","g","g","v","g","v","b","g","g","g","g","b","b","b","b","b","b","b","y","y","y","v","v","g","g","v","v","v","v","r","r","r","r","y","v","b","b","b","v","i","x"
"x","o","b","g","r","o","o","o","o","i","i","i","i","o","g","r","i","i","y","y","y","g","g","g","g","g","g","g","b","i","y","v","g","g","g","g","b","b","b","b","b","b","b","o","o","o","v","v","g","g","b","b","b","o","o","o","o","o","o","o","r","r","o","o","g","x"
"x","i","o","y","i","o","o","o","o","i","i","i","i","r","v","v","v","v","y","y","y","g","g","g","g","g","g","g","o","v","v","o","r","r","r","r","b","b","b","b","b","b","b","o","o","o","i","b","y","i","b","b","b","o","o","o","o","o","o","o","r","r","o","o","b","x"
"x","r","r","r","r","g","g","g","g","g","g","g","o","g","v","v","v","v","y","y","y","g","g","g","g","g","g","g","b","v","v","g","r","r","r","r","b","b","b","b","b","b","b","o","o","o","r","r","r","r","b","b","b","o","o","o","o","o","o","o","i","g","g","g","y","x"
"x","r","r","r","r","g","g","g","g","g","g","g","y","b","v","v","v","v","r","r","r","r","r","b","b","o","o","o","o","i","i","i","r","r","r","r","b","b","b","b","b","b","b","i","b","v","r","r","r","r","y","r","r","o","o","o","o","o","o","o","v","g","g","g","v","x"
"x","r","r","r","r","g","g","g","g","g","g","g","v","r","v","v","v","v","r","r","r","r","r","b","b","o","o","o","o","i","i","i","r","r","r","r","b","b","b","b","b","b","b","v","v","i","r","r","r","r","i","r","r","o","o","o","o","o","o","o","r","g","g","g","b","x"
"x","r","r","r","r","g","g","g","g","g","g","g","r","g","i","i","r","i","r","r","r","r","r","v","i","o","o","o","o","i","i","i","b","y","i","o","b","b","b","b","b","b","b","v","v","b","r","r","r","r","b","b","i","o","o","o","o","o","o","o","b","b","b","y","y","x"
"x","y","y","y","y","g","g","g","g","g","g","g","b","y","i","i","o","b","r","r","r","r","r","b","r","o","o","o","o","y","y","v","v","v","v","v","v","r","y","y","y","y","r","r","r","r","g","g","i","o","b","b","v","o","o","o","o","o","o","o","b","b","b","y","y","x"
"x","y","y","y","y","g","g","g","g","g","g","g","v","g","y","b","b","v","r","r","r","r","r","y","g","r","y","i","r","y","y","v","v","v","v","v","v","o","y","y","y","y","r","r","r","r","g","g","y","y","y","y","y","b","b","b","b","b","b","i","b","b","b","g","v","x"
"x","y","y","y","y","g","g","g","g","g","g","g","b","i","r","b","b","o","i","i","y","i","i","i","o","b","b","b","b","i","i","v","v","v","v","v","v","r","y","y","y","y","r","r","r","r","y","v","y","y","y","y","y","b","b","b","b","b","b","o","g","i","o","y","o","x"
"x","y","y","y","y","v","v","v","v","v","v","v","o","o","y","o","r","g","i","i","o","i","i","i","v","b","b","b","b","i","i","v","v","v","v","v","v","g","y","y","y","y","r","r","r","r","b","o","y","y","y","y","y","b","b","b","b","b","b","v","v","v","v","v","v","x"
"x","i","o","b","o","v","v","v","v","v","v","v","o","o","g","v","b","b","o","r","r","i","i","i","y","b","b","b","b","r","y","v","v","v","v","v","v","o","o","o","o","o","o","i","o","i","o","r","y","y","y","y","y","b","b","b","b","b","b","v","v","v","v","v","v","x"
"x","v","b","i","b","v","v","v","v","v","v","v","i","i","i","r","b","b","i","r","r","o","o","o","o","b","b","b","b","y","r","v","v","v","v","v","v","o","o","o","o","o","o","b","v","v","i","g","y","y","y","y","y","b","b","b","b","b","b","v","v","v","v","v","v","x"
"x","g","o","v","g","v","v","v","v","v","v","v","i","i","i","o","o","o","o","g","v","o","o","o","o","v","v","y","g","v","o","o","o","o","y","y","g","o","o","o","o","o","o","i","v","v","r","b","i","i","i","i","g","b","b","b","b","b","b","v","v","v","v","v","v","x"
"x","i","y","g","r","v","v","v","v","v","v","v","i","i","i","o","o","o","o","i","y","o","o","o","o","v","v","r","v","i","o","o","o","o","y","y","b","o","o","o","o","o","o","g","g","g","g","o","i","i","i","i","y","r","i","v","g","o","i","v","v","v","v","v","v","x"
"x","o","v","b","b","v","v","v","v","v","v","v","r","g","g","o","o","o","o","y","i","o","o","o","o","y","o","o","o","g","o","o","o","o","r","r","r","o","o","o","o","o","o","g","g","g","g","v","i","i","i","i","o","o","o","o","o","b","g","v","v","v","v","v","v","x"
"x","b","r","b","b","v","v","v","v","v","v","v","o","g","g","o","o","o","o","b","v","v","v","v","r","v","o","o","o","y","o","o","o","o","r","r","r","o","o","o","o","o","o","g","g","g","g","b","i","i","i","i","o","o","o","o","o","r","r","r","r","o","r","g","r","x"
"x","r","i","i","i","i","r","r","r","y","y","y","y","y","y","g","g","g","g","i","v","v","v","v","i","y","o","o","o","b","b","b","v","b","r","r","r","b","b","r","b","v","v","g","g","g","g","r","y","y","y","r","o","o","o","o","o","r","r","r","r","g","o","b","i","x"
"x","o","i","i","i","i","r","r","r","y","y","y","y","y","y","g","g","g","g","b","v","v","v","v","r","o","r","y","g","b","b","b","i","i","b","o","i","b","b","v","y","v","v","b","b","r","o","i","y","y","y","v","o","o","o","o","o","r","r","r","r","y","g","v","v","x"
"x","y","i","i","i","i","r","r","r","y","y","y","y","y","y","g","g","g","g","r","v","v","v","v","g","i","v","i","v","b","b","b","i","i","g","g","g","r","r","b","i","g","o","b","b","i","g","o","y","y","y","r","o","o","o","o","o","r","r","r","r","g","o","v","v","x"
"x","v","i","i","i","i","o","b","i","y","y","y","y","y","y","g","g","g","g","b","b","y","y","y","o","o","o","o","o","r","r","r","r","r","g","g","g","r","r","i","y","r","v","v","v","v","v","g","r","i","i","i","i","y","v","i","y","y","y","y","y","y","y","g","b","x"
"x","b","r","r","b","g","g","g","r","y","y","y","y","y","y","o","r","o","y","b","b","y","y","y","o","o","o","o","o","r","r","r","r","r","g","g","g","y","o","y","r","o","v","v","v","v","v","i","v","i","i","i","i","r","g","b","y","y","y","y","y","y","y","o","o","x"
"x","i","r","r","v","g","g","g","o","y","y","y","y","y","y","v","i","i","i","i","i","y","y","y","o","o","o","o","o","r","r","r","r","r","b","i","y","g","g","g","g","g","v","v","v","v","v","r","y","i","i","i","i","b","v","v","y","y","y","y","y","y","y","o","o","x"
"x","y","g","v","b","g","g","g","b","b","v","v","v","v","v","y","i","i","i","i","i","v","i","i","o","o","o","o","o","r","r","r","r","r","y","r","b","g","g","g","g","g","v","v","v","v","v","i","b","i","i","i","i","g","v","v","y","y","y","y","y","y","y","i","i","x"
"x","i","i","i","i","i","i","i","b","b","v","v","v","v","v","o","i","i","i","i","i","r","i","i","o","o","o","o","o","r","r","r","r","r","i","b","r","g","g","g","g","g","v","v","v","v","v","o","r","r","r","r","y","y","r","o","y","y","y","y","y","y","y","i","i","x"
"x","i","i","i","i","i","i","i","o","g","v","v","v","v","v","r","i","i","i","i","i","o","b","g","g","g","g","g","g","v","v","v","v","v","v","v","y","g","g","g","g","g","b","b","b","y","r","i","r","r","r","r","y","y","v","g","y","y","y","y","y","y","y","b","o","x"
"x","i","i","i","i","i","i","i","v","r","v","v","v","v","v","o","i","i","i","i","i","b","o","g","g","g","g","g","g","v","v","v","v","v","v","v","b","g","g","g","g","g","b","b","b","o","b","g","r","r","r","r","o","o","o","b","y","y","y","y","y","y","y","r","y","x"
"x","i","i","i","i","i","i","i","o","o","v","v","v","v","v","g","g","g","b","y","b","r","b","g","g","g","g","g","g","v","v","v","v","v","v","v","g","y","o","r","b","i","b","b","b","i","i","i","r","r","r","r","o","o","o","i","r","r","r","b","b","b","b","b","b","x"
"x","i","i","i","i","i","i","i","o","o","g","y","g","i","b","g","g","g","o","o","o","o","o","g","g","g","g","g","g","v","v","v","v","v","v","v","o","v","v","v","v","v","v","v","r","i","i","i","b","b","v","y","o","o","o","g","r","r","r","b","b","b","b","b","b","x"
"x","i","i","i","i","i","i","i","b","b","b","b","b","v","o","g","g","g","o","o","o","o","o","g","g","g","g","g","g","v","v","v","v","v","v","v","y","v","v","v","v","v","v","v","y","i","i","i","b","b","r","i","i","i","i","b","r","r","r","b","b","b","b","b","b","x"
"x","i","i","i","i","i","i","i","b","b","b","b","b","i","i","i","i","r","o","o","o","o","o","g","g","g","g","g","g","v","v","v","v","v","v","v","i","v","v","v","v","v","v","v","g","g","g","g","g","g","g","i","i","i","i","o","v","b","g","b","b","b","b","b","b","x"
"x","y","g","v","g","y","y","o","b","b","b","b","b","i","i","i","i","b","o","o","o","o","o","v","v","o","o","o","o","v","v","v","v","v","v","v","g","v","v","v","v","v","v","v","g","g","g","g","g","g","g","i","i","i","i","y","y","g","i","b","b","b","b","b","b","x"
"x","o","b","y","b","y","y","g","b","b","b","b","b","i","i","i","i","r","o","o","o","o","o","v","v","o","o","o","o","g","g","g","g","r","r","r","y","v","v","v","v","v","v","v","g","g","g","g","g","g","g","i","i","i","i","y","y","v","g","b","b","b","b","b","b","x"
"x","y","y","b","o","r","b","v","b","b","b","b","b","i","i","i","i","b","y","y","y","y","y","o","i","o","o","o","o","g","g","g","g","r","r","r","o","v","v","v","v","v","v","v","g","g","g","g","g","g","g","b","r","g","o","o","o","o","o","o","o","i","i","r","v","x"
"x","y","y","v","g","g","g","g","r","r","g","o","o","r","b","b","b","g","y","y","y","y","y","b","y","o","o","o","o","g","g","g","g","r","r","r","g","v","v","v","v","v","v","v","g","g","g","g","g","g","g","i","i","i","o","o","o","o","o","o","o","i","i","y","y","x"
