"x","b","b","b","y","g","g","g","b","i","i","i","i","i","i","o","b","v","v","v","v","v","v","v","g","r","y","y","y","g","i","i","i","y","y","y","y","i","i","i","i","i","i","v","v","v","v","v","b","r","b","b","b","b","y","y","y","y","y","y","g","g","g","g","o","x"
"x","b","b","b","r","g","g","g","y","i","i","i","i","i","i","y","r","v","v","v","v","v","v","v","o","g","y","y","y","v","b","y","g","y","y","y","y","o","r","r","r","r","o","v","v","v","v","v","r","v","b","b","b","b","y","y","y","y","y","y","g","g","g","g","r","x"
"x","v","y","y","y","y","y","r","b","i","i","i","i","i","i","g","i","v","v","v","v","v","v","v","g","b","y","y","y","r","r","r","r","v","r","g","b","g","r","r","r","r","y","v","v","v","v","v","y","o","b","b","b","b","y","y","y","y","y","y","g","g","g","g","b","x"
"x","o","y","y","y","y","y","g","y","y","y","y","o","o","o","o","y","v","v","v","v","v","v","v","y","r","r","o","i","r","r","r","r","g","i","i","i","i","r","r","r","r","g","g","i","r","r","r","o","i","i","i","i","i","y","y","y","y","y","y","g","g","g","g","o","x"
"x","b","y","y","y","y","y","b","y","y","y","y","o","o","o","o","r","v","v","v","v","v","v","v","o","r","r","b","b","r","r","r","r","o","i","i","i","i","r","r","r","r","g","g","y","r","r","r","g","i","i","i","i","i","y","y","y","y","y","y","r","b","y","r","v","x"
"x","o","y","y","y","y","y","r","y","y","y","y","o","o","o","o","g","g","g","r","r","r","r","r","r","g","o","b","b","r","r","r","r","v","i","i","i","i","b","o","o","o","r","i","i","r","r","r","b","i","i","i","i","i","y","y","y","y","y","y","o","o","o","o","o","x"
"x","i","y","y","y","y","y","v","y","y","y","y","o","o","o","o","g","g","g","r","r","r","r","r","r","v","v","r","v","b","b","b","b","b","i","i","i","i","r","o","o","o","b","i","i","y","y","i","o","i","i","i","i","i","g","r","b","g","b","r","o","o","o","o","o","x"
"x","g","g","g","g","g","g","g","b","r","r","r","r","r","y","b","g","g","g","r","r","r","r","r","r","v","v","i","o","b","b","b","b","b","g","y","y","y","y","o","o","o","y","g","r","y","y","b","y","i","i","i","i","i","y","y","y","y","y","y","o","o","o","o","o","x"
"x","g","g","g","g","g","g","g","y","r","r","r","r","r","o","o","o","o","b","r","r","r","r","r","r","i","i","y","r","b","b","b","b","b","r","y","y","y","y","v","v","v","v","v","v","r","r","r","r","r","o","y","g","r","y","y","y","y","y","y","o","o","o","o","o","x"
"x","g","g","g","g","g","g","g","b","r","r","r","r","r","o","o","o","o","v","r","r","r","r","r","r","i","i","v","i","b","b","b","b","b","v","y","y","y","y","v","v","v","v","v","v","r","r","r","r","r","b","i","o","i","y","y","y","y","y","y","o","o","o","o","o","x"
"x","g","g","g","g","g","g","g","o","r","r","r","r","r","o","o","o","o","i","r","r","r","r","r","r","b","r","g","v","b","b","b","b","b","o","y","y","y","y","v","v","v","v","v","v","r","r","r","r","r","i","b","b","b","y","y","y","y","y","y","g","g","g","r","y","x"
"x","g","g","g","g","g","g","g","y","r","r","r","r","r","o","o","o","o","y","y","y","y","y","i","i","i","i","r","r","r","r","r","g","g","g","v","g","v","o","v","v","v","v","v","v","r","r","r","r","r","y","b","b","b","y","y","y","y","y","y","g","g","g","b","v","x"
"x","g","g","g","g","g","g","g","o","o","o","o","o","o","r","r","y","r","y","y","y","y","y","i","i","i","i","r","r","r","r","r","g","g","g","o","o","o","g","v","v","v","v","v","v","r","r","r","r","r","v","b","b","b","y","y","y","y","y","y","g","g","g","i","y","x"
"x","g","g","g","g","g","g","g","o","o","o","o","o","o","r","r","v","b","y","y","y","y","y","i","i","i","i","r","r","r","r","r","g","g","g","o","o","o","b","v","v","v","v","v","v","g","o","o","o","o","y","y","v","r","r","i","i","i","i","i","i","i","r","b","i","x"
"x","i","i","i","i","i","i","v","o","o","o","o","o","o","g","o","r","v","y","y","y","y","y","i","i","i","i","r","r","r","r","r","i","v","y","o","o","o","v","r","r","r","r","r","r","r","o","o","o","o","y","y","i","r","r","i","i","i","i","i","i","i","b","r","g","x"
"x","i","i","i","i","i","i","y","o","o","o","o","o","o","b","b","b","i","y","y","y","y","y","g","r","v","g","r","r","r","r","r","b","b","b","b","b","v","y","r","r","r","r","r","r","r","o","o","o","o","i","o","v","g","v","i","i","i","i","i","i","i","v","v","v","x"
"x","i","i","i","i","i","i","r","o","o","o","o","o","o","b","b","b","g","g","g","g","g","g","b","b","b","b","b","b","b","g","g","b","b","b","b","b","y","i","r","r","r","r","r","r","r","o","o","o","o","y","y","y","y","y","i","i","i","i","i","i","i","v","v","v","x"
"x","i","i","i","i","i","i","y","o","o","o","o","o","o","b","b","b","g","g","g","g","g","g","b","b","b","b","b","b","b","g","g","b","b","b","b","b","g","y","r","r","r","r","r","r","r","i","v","b","i","y","y","y","y","y","i","i","i","i","i","i","i","v","v","v","x"
"x","i","i","i","i","i","i","v","v","v","g","b","v","g","g","i","i","g","g","g","g","g","g","b","b","b","b","b","b","b","o","i","b","b","b","b","b","i","i","r","r","r","r","r","r","r","y","y","y","v","y","y","y","y","y","i","i","i","i","i","i","i","y","o","i","x"
"x","i","i","i","i","i","i","v","v","v","r","r","r","g","g","i","i","g","g","g","g","g","g","b","b","b","b","b","b","b","g","v","b","b","b","b","b","i","i","r","r","r","r","r","r","r","y","y","y","r","y","y","y","y","y","i","i","i","i","i","i","i","b","v","r","x"
"x","r","o","y","r","g","y","v","v","v","r","r","r","i","v","v","b","g","g","g","g","g","g","b","b","b","b","b","b","b","i","i","i","i","i","y","r","v","g","r","r","r","r","r","r","r","y","y","y","v","y","y","y","y","y","r","o","o","o","o","o","y","y","y","i","x"
"x","g","i","i","i","i","i","b","g","i","r","r","r","y","v","v","r","g","g","g","g","g","g","b","b","b","b","b","b","b","i","i","i","i","i","r","o","o","o","o","o","o","o","g","g","i","i","i","i","i","i","i","r","o","r","g","o","o","o","o","o","y","y","y","v","x"
"x","v","i","i","i","i","i","v","v","v","b","b","b","b","i","i","i","i","i","i","r","o","v","b","b","b","b","b","b","b","i","i","i","i","i","y","o","o","o","o","o","o","o","g","g","i","i","i","i","i","i","i","b","r","g","b","o","o","o","o","o","y","y","y","g","x"
"x","r","i","i","i","i","i","v","v","v","b","b","b","b","i","i","i","i","i","i","o","i","i","i","i","i","i","v","r","g","i","i","i","i","i","r","o","o","o","o","o","o","o","v","o","i","i","i","i","i","i","i","y","y","y","v","o","o","o","o","o","g","v","g","i","x"
"x","o","i","i","i","i","i","v","v","v","b","b","b","b","i","i","i","i","i","i","y","i","i","i","i","i","i","y","y","y","i","i","i","i","i","g","o","o","o","o","o","o","o","y","r","i","i","i","i","i","i","i","y","y","y","g","o","o","o","o","o","r","o","r","o","x"
"x","v","i","i","i","i","i","b","i","y","b","b","b","b","i","i","i","i","i","i","b","i","i","i","i","i","i","y","y","y","o","y","y","y","r","i","o","o","o","o","o","o","o","v","v","i","i","i","i","i","i","i","y","y","y","v","v","v","v","v","v","v","r","v","v","x"
"x","b","v","b","b","v","v","v","v","v","g","r","g","y","i","i","i","i","i","i","g","i","i","i","i","i","i","y","y","y","v","y","y","y","v","y","o","o","o","o","o","o","o","v","v","i","i","i","i","i","i","i","g","v","g","v","v","v","v","v","v","v","i","v","v","x"
"x","r","y","b","b","v","v","v","v","v","y","y","y","r","i","i","i","i","i","i","r","i","i","i","i","i","i","r","g","i","g","y","y","y","r","v","o","o","o","o","o","o","o","g","r","i","i","i","i","i","i","i","o","y","o","v","v","v","v","v","v","v","o","o","r","x"
"x","b","b","i","g","v","v","v","v","v","y","y","y","v","v","v","v","v","o","b","v","i","i","i","i","i","i","y","v","r","i","i","i","b","b","b","b","b","b","g","i","i","i","o","o","o","o","o","o","b","r","g","i","o","g","v","v","v","v","v","v","v","o","o","y","x"
"x","b","b","r","r","v","v","v","v","v","y","y","y","v","v","v","v","v","r","r","r","r","r","o","o","o","y","b","b","b","i","i","i","b","b","b","b","b","b","o","i","i","i","o","o","o","o","o","o","v","b","b","b","b","b","v","v","v","v","v","v","v","b","y","b","x"
"x","y","v","r","r","v","v","v","v","v","g","o","b","v","v","v","v","v","r","r","r","r","r","o","o","o","g","b","b","b","i","i","i","b","b","b","b","b","b","g","i","i","i","o","o","o","o","o","o","i","b","b","b","b","b","v","v","v","v","v","v","v","i","g","i","x"
"x","i","i","i","i","i","i","o","r","r","y","y","y","v","v","v","v","v","r","r","r","r","r","o","o","o","r","b","b","b","v","y","o","b","b","b","b","b","b","y","o","g","b","o","o","o","o","o","o","y","b","b","b","b","b","v","v","v","v","v","v","v","o","b","o","x"
"x","i","i","i","i","i","i","g","r","r","y","y","y","v","v","v","v","v","r","r","r","r","r","v","v","v","g","y","i","g","g","g","i","b","b","b","b","b","b","g","v","r","i","o","o","o","o","o","o","r","b","b","b","b","b","o","g","g","i","i","g","g","g","g","y","x"
"x","i","i","i","i","i","i","v","b","g","y","y","y","i","i","r","b","g","r","r","r","r","r","v","v","v","r","g","r","g","g","g","r","b","b","b","b","b","b","v","o","i","y","o","o","o","o","o","o","v","b","b","b","b","b","r","g","g","i","i","g","g","g","g","b","x"
"x","i","i","i","i","i","i","g","o","o","o","b","b","i","i","y","y","y","y","y","i","o","y","v","v","v","b","v","o","g","g","g","y","o","g","g","g","g","g","g","g","r","r","r","r","r","r","b","g","g","g","g","v","v","v","v","v","v","r","y","g","g","g","g","i","x"
"x","i","i","i","i","i","i","b","o","o","o","b","b","o","v","y","y","y","y","y","g","g","g","g","g","g","g","y","y","y","r","y","v","b","g","g","g","g","g","g","g","r","r","r","r","r","r","y","g","g","g","g","v","v","v","v","v","v","o","i","g","g","g","g","v","x"
"x","i","i","i","i","i","i","v","o","o","o","r","i","g","b","y","y","y","y","y","g","g","g","g","g","g","g","y","y","y","b","b","b","i","g","g","g","g","g","g","g","r","r","r","r","r","r","i","g","g","g","g","v","v","v","v","v","v","y","g","b","y","y","y","y","x"
"x","b","b","b","b","g","o","r","r","r","r","v","v","v","g","y","y","y","y","y","g","g","g","g","g","g","g","y","y","y","b","b","b","v","g","g","g","g","g","g","g","r","r","r","r","r","r","b","g","g","g","g","v","v","v","v","v","v","r","v","r","y","y","y","y","x"
"x","b","b","b","b","r","i","r","r","r","r","v","v","v","b","y","y","y","y","y","g","g","g","g","g","g","g","r","b","i","b","b","b","r","g","g","g","g","g","g","g","r","r","r","r","r","r","v","b","i","i","r","v","v","v","v","v","v","y","y","g","y","y","y","y","x"
"x","b","b","b","b","o","g","r","r","r","r","v","v","v","r","r","r","r","o","r","g","g","g","g","g","g","g","b","o","o","o","o","o","y","g","g","g","g","g","g","g","r","r","r","r","r","r","g","y","i","i","b","v","v","v","v","v","v","y","y","o","y","y","y","y","x"
"x","b","b","b","b","r","v","r","r","r","r","y","b","o","r","r","r","r","v","i","g","g","g","g","g","g","g","r","o","o","o","o","o","v","g","g","g","g","g","g","g","v","v","v","y","y","o","o","o","o","o","o","o","b","b","b","b","i","i","i","i","i","i","i","o","x"
"x","i","i","i","y","y","y","y","v","v","v","v","r","y","r","r","r","r","y","o","g","g","g","g","g","g","g","v","o","o","o","o","o","i","i","i","i","i","o","y","i","v","v","v","y","y","o","o","o","o","o","o","o","b","b","b","b","i","i","i","i","i","i","i","v","x"
"x","i","i","i","y","y","y","y","v","v","v","v","g","o","r","r","r","r","v","v","r","r","r","r","r","b","o","g","o","o","o","o","o","i","i","i","i","i","b","i","b","v","v","v","b","i","o","o","o","o","o","o","o","b","b","b","b","i","i","i","i","i","i","i","y","x"
"x","i","i","i","y","y","y","y","v","v","v","v","b","b","v","y","y","y","v","v","r","r","r","r","r","v","r","v","o","o","o","o","o","i","i","i","i","i","r","g","g","g","r","i","g","b","o","o","o","o","o","o","o","b","b","b","b","i","i","i","i","i","i","i","v","x"
"x","o","y","b","y","y","y","y","v","v","v","v","b","b","o","y","y","y","r","b","r","r","r","r","r","y","y","y","y","y","r","b","v","i","i","i","i","i","v","g","g","g","o","v","v","v","o","o","o","o","o","o","o","r","r","r","o","i","i","i","i","i","i","i","g","x"
"x","y","r","r","r","r","r","r","o","o","y","g","g","g","i","y","y","y","g","v","r","r","r","r","r","y","y","y","y","y","v","r","g","i","i","i","i","i","b","g","g","g","y","v","v","v","o","o","o","o","o","o","o","r","r","r","b","i","i","i","i","i","i","i","y","x"
"x","v","r","r","r","r","r","r","o","o","r","g","g","g","o","o","g","r","o","o","r","r","r","r","r","y","y","y","y","y","i","o","b","g","g","g","g","g","g","b","v","v","r","v","v","v","o","o","o","o","o","o","o","r","r","r","o","i","i","i","i","i","i","i","b","x"
"x","o","r","r","r","r","r","r","g","y","b","g","g","g","o","o","v","b","o","o","g","g","g","v","g","y","y","y","y","y","g","v","y","g","g","g","g","g","g","o","v","v","o","y","i","i","i","g","g","g","g","v","b","b","b","b","y","g","v","v","o","b","b","b","y","x"
"x","g","r","r","r","r","r","r","v","i","i","i","i","o","y","v","y","v","v","y","g","g","g","r","v","y","y","y","y","y","r","o","i","g","g","g","g","g","g","i","i","y","r","o","i","i","i","g","g","g","g","y","b","b","b","b","g","r","v","v","i","b","b","b","v","x"
"x","y","r","r","r","r","r","r","g","i","i","i","i","b","b","b","i","v","v","i","g","g","g","o","i","i","i","i","i","b","i","b","r","g","g","g","g","g","g","i","i","v","i","r","i","i","i","g","g","g","g","i","b","b","b","b","o","y","y","y","v","b","b","b","r","x"
"x","i","r","r","r","r","r","r","o","i","i","i","i","b","b","b","y","y","y","y","y","b","v","v","i","i","i","i","i","r","r","r","y","g","g","g","g","g","g","o","o","o","r","b","b","b","v","g","g","g","g","y","b","b","b","b","g","y","y","y","r","g","r","r","v","x"
"x","y","y","v","i","i","i","g","b","i","i","i","i","b","b","b","y","y","y","y","y","r","v","v","i","i","i","i","i","r","r","r","v","g","g","g","g","g","g","o","o","o","v","b","b","b","g","r","r","v","i","v","r","v","v","v","o","y","y","y","b","b","r","r","g","x"
"x","y","y","b","i","i","i","r","r","r","r","r","r","i","r","i","y","y","y","y","y","o","b","b","i","i","i","i","i","r","r","r","o","b","y","i","i","i","i","o","o","o","g","b","b","b","i","r","r","g","g","g","g","v","v","v","r","o","r","o","b","b","v","v","b","x"
"x","v","b","v","i","i","i","r","r","r","r","r","r","o","b","b","y","y","y","y","y","g","b","b","i","i","i","i","i","b","o","v","v","o","r","i","i","i","i","v","v","v","v","v","v","g","v","y","b","g","g","g","g","v","v","v","i","i","i","g","y","i","v","v","o","x"
"x","i","v","y","v","y","o","r","r","r","r","r","r","g","b","b","y","y","y","y","y","v","v","v","y","y","r","r","r","r","y","v","v","i","b","i","i","i","i","v","v","v","v","v","v","o","o","o","i","g","g","g","g","o","o","r","i","i","i","r","r","r","r","r","r","x"
"x","b","b","b","b","b","b","r","r","r","r","r","r","b","i","i","i","i","i","o","o","v","v","v","y","y","r","r","r","r","g","g","r","v","g","i","i","i","i","v","v","v","v","v","v","o","o","o","y","g","g","g","g","o","o","b","i","i","i","r","r","r","r","r","r","x"
"x","b","b","b","b","b","b","r","r","r","r","r","r","o","i","i","i","i","i","o","o","v","v","v","o","o","r","r","r","r","g","g","b","b","b","b","b","g","b","v","v","v","v","v","v","o","o","o","b","y","y","y","y","y","r","r","b","v","y","r","r","r","r","r","r","x"
"x","b","b","b","b","b","b","r","r","r","r","r","r","y","i","i","i","i","i","g","v","g","o","i","o","o","r","r","r","r","i","i","b","b","b","b","b","o","r","v","v","v","v","v","v","y","b","b","v","y","y","y","y","y","r","r","v","o","g","r","r","r","r","r","r","x"
"x","b","b","b","b","b","b","v","y","y","y","y","v","o","i","i","i","i","i","b","b","i","v","v","v","v","v","g","g","b","i","i","b","b","b","b","b","r","g","v","v","v","v","v","v","r","b","b","i","y","y","y","y","y","i","i","y","i","v","r","r","r","r","r","r","x"
"x","b","b","b","b","b","b","o","y","y","y","y","b","b","i","i","i","i","i","b","b","r","v","v","v","v","v","g","g","v","b","r","b","b","b","b","b","y","y","y","y","y","g","r","r","v","y","o","r","y","y","y","y","y","i","i","o","r","g","r","r","r","r","r","r","x"
"x","b","b","b","b","b","b","v","y","y","y","y","b","b","g","o","o","o","o","g","r","o","v","v","v","v","v","b","b","b","g","v","b","b","b","b","b","y","y","y","y","y","i","r","r","i","g","r","g","y","y","y","y","y","g","g","g","b","b","b","y","y","y","i","i","x"
"x","o","y","y","y","y","r","r","y","y","y","y","o","g","v","o","o","o","o","v","b","y","v","v","v","v","v","b","b","b","o","o","o","o","o","o","o","y","y","y","y","y","g","y","y","o","v","v","v","v","o","v","i","o","g","g","g","b","b","b","y","y","y","i","i","x"
"x","i","y","y","y","y","r","r","g","b","i","i","i","r","r","o","o","o","o","y","g","i","v","v","v","v","v","b","b","b","o","o","o","o","o","o","o","y","y","y","y","y","o","y","y","g","v","v","v","v","r","r","b","r","g","g","g","b","b","b","y","y","y","o","b","x"
"x","r","y","y","y","y","o","o","o","y","i","i","i","r","r","o","o","o","o","r","o","o","r","y","y","y","y","y","o","i","o","o","o","o","o","o","o","y","y","y","y","y","g","b","o","i","v","v","v","v","r","r","i","i","i","i","i","r","r","r","r","r","r","r","v","x"
"x","b","y","y","y","y","o","o","o","g","i","i","i","v","i","i","v","b","i","g","o","o","g","y","y","y","y","y","r","y","o","o","o","o","o","o","o","r","r","r","r","r","r","r","v","y","v","v","v","v","b","v","i","i","i","i","i","r","r","r","r","r","r","r","b","x"
"x","i","r","r","r","r","o","o","o","v","v","v","r","y","i","i","g","r","r","i","i","b","v","y","y","y","y","y","o","b","o","o","o","o","o","o","o","r","r","r","r","r","r","r","y","v","g","g","g","g","g","g","i","i","i","i","i","r","r","r","r","r","r","r","v","x"
"x","g","r","r","r","r","y","r","r","v","v","v","g","o","o","y","i","r","r","i","i","v","r","y","y","y","y","y","i","i","o","o","o","o","o","o","o","r","r","r","r","r","r","r","g","o","g","g","g","g","g","g","i","i","i","i","i","r","r","r","r","r","r","r","o","x"
"x","v","r","r","r","r","i","r","r","v","v","v","y","o","o","b","b","b","b","b","b","b","i","y","y","y","y","y","i","i","o","o","o","o","o","o","o","r","r","r","r","r","r","r","i","y","g","g","g","g","g","g","i","i","i","i","i","r","r","r","r","r","r","r","b","x"
"x","i","r","r","r","r","o","o","o","r","b","b","b","b","v","b","b","b","b","b","b","b","v","g","g","g","g","g","v","v","v","v","v","v","v","g","i","r","r","r","r","r","r","r","b","r","g","g","g","g","g","g","o","o","v","v","g","r","r","r","r","r","r","r","g","x"
"x","v","y","o","i","y","o","o","o","y","b","b","b","b","r","b","b","b","b","b","b","b","y","g","g","g","g","g","v","v","v","v","v","v","v","i","g","r","r","r","r","r","r","r","v","b","g","g","g","g","g","g","o","o","v","v","b","r","r","r","r","r","r","r","b","x"
"x","g","g","g","r","i","o","o","o","v","b","b","b","b","y","b","b","b","b","b","b","b","o","g","g","g","g","g","v","v","v","v","v","v","v","o","i","r","r","r","r","r","r","r","o","o","g","g","g","g","g","g","v","y","g","g","v","i","y","y","y","y","y","o","r","x"
"x","g","g","g","v","v","v","g","i","o","b","b","b","b","v","b","b","b","b","b","b","b","y","g","g","g","g","g","v","v","v","v","v","v","v","b","b","b","b","b","v","v","g","y","o","o","i","i","i","r","r","r","r","o","g","g","i","v","y","y","y","y","y","i","y","x"
"x","g","g","g","v","v","v","o","y","y","i","i","o","g","i","b","b","b","b","b","b","b","v","g","g","g","g","g","v","v","v","v","v","v","v","b","b","b","b","b","v","v","o","r","r","r","i","i","i","r","r","r","r","i","i","y","v","b","y","y","y","y","y","v","o","x"
"x","b","v","y","v","v","v","b","y","y","i","i","r","o","r","b","b","b","b","b","b","b","r","r","r","i","i","y","v","v","v","v","v","v","v","b","b","b","b","b","o","i","g","r","r","r","i","i","i","r","r","r","r","i","i","b","r","o","y","y","y","y","y","g","v","x"
"x","r","r","b","i","i","i","i","b","b","b","g","y","y","y","y","v","v","v","v","v","v","r","r","r","i","i","b","v","v","v","v","v","v","v","b","b","b","b","b","y","g","y","r","r","r","y","r","y","r","r","r","r","y","y","y","g","i","y","y","y","y","y","b","g","x"
"x","r","r","g","i","i","i","i","b","b","b","v","y","y","y","y","v","v","v","v","v","v","r","r","r","v","o","o","i","b","r","y","y","y","o","b","b","b","b","b","g","v","v","v","v","v","v","y","v","v","v","v","i","y","y","y","o","o","o","o","r","i","r","v","r","x"
"x","i","y","v","i","i","i","i","b","b","b","i","y","y","y","y","v","v","v","v","v","v","g","i","y","y","o","o","g","y","i","y","y","y","g","g","g","g","o","o","r","v","v","v","v","v","v","b","v","v","v","v","o","y","y","y","o","o","o","o","v","v","v","y","b","x"
"x","o","b","b","i","i","i","i","v","o","i","v","y","y","y","y","v","v","v","v","v","v","r","v","y","y","v","v","v","g","r","y","y","y","g","g","g","g","o","o","g","v","v","v","v","v","v","y","v","v","v","v","y","i","g","b","o","o","o","o","v","v","v","r","v","x"
"x","v","b","b","r","r","r","r","r","i","r","r","r","o","i","b","v","v","v","v","v","v","b","i","v","i","v","v","v","y","b","g","i","b","g","g","g","g","b","y","b","v","v","v","v","v","v","i","v","v","v","v","b","b","b","g","o","o","o","o","v","v","v","b","i","x"
"x","g","g","g","r","r","r","r","r","y","r","r","r","i","y","i","v","v","v","v","v","v","r","r","r","r","v","v","v","g","o","o","o","r","g","g","g","g","r","v","y","v","v","v","v","v","v","g","i","y","g","r","b","b","b","i","v","b","b","b","b","b","b","o","b","x"
