"x","o","o","y","y","y","y","y","y","b","b","b","b","v","v","v","r","r","r","v","v","v","v","r","b","b","r","r","r","r","r","r","b","g","y","y","y","o","o","o","i","i","r","r","r","r","r","r","r","i","i","i","i","y","y","y","y","y","g","y","g","b","b","b","b","x"
"x","i","r","y","y","y","y","y","y","b","b","b","b","o","b","b","r","r","r","v","v","v","v","b","i","y","y","y","y","y","y","y","v","b","y","y","y","o","o","o","i","i","r","r","r","r","r","r","r","i","i","i","i","y","y","y","y","y","b","g","r","b","b","b","b","x"
"x","o","o","o","o","o","r","v","g","b","b","b","b","g","b","b","y","i","g","v","v","v","v","r","o","y","y","y","y","y","y","y","g","v","y","y","y","v","g","y","b","y","r","r","r","r","r","r","r","i","i","i","i","y","y","y","y","y","i","i","i","g","o","y","o","x"
"x","o","o","o","o","o","i","r","v","b","b","b","b","v","y","i","g","v","o","v","v","v","v","i","b","y","y","y","y","y","y","y","o","o","o","o","o","o","o","v","v","v","v","v","v","v","v","g","b","v","v","v","v","v","v","v","v","o","i","i","i","b","g","v","i","x"
"x","o","o","o","o","o","g","g","g","o","r","i","i","i","r","r","r","r","r","r","g","g","y","b","g","y","y","y","y","y","y","y","o","o","o","o","o","o","o","v","v","v","v","v","v","v","v","o","r","v","v","v","v","v","v","v","v","b","i","i","i","r","b","o","o","x"
"x","o","o","o","o","o","g","g","g","v","g","i","i","i","r","r","r","r","r","r","g","g","o","o","r","y","y","y","y","y","y","y","o","o","o","o","o","o","o","v","v","v","v","v","v","v","v","b","y","v","v","v","v","v","v","v","v","g","g","g","g","v","r","o","o","x"
"x","o","o","o","o","o","g","g","g","i","o","i","i","i","r","r","r","r","r","r","b","b","o","o","v","y","y","y","y","y","y","y","o","o","o","o","o","o","o","v","v","v","v","v","v","v","v","r","g","v","v","v","v","v","v","v","v","g","g","g","g","i","v","i","g","x"
"x","g","g","g","g","b","v","v","v","v","y","g","v","o","r","r","r","r","r","r","b","b","r","y","o","y","y","y","y","y","y","y","o","o","o","o","o","o","o","v","v","v","v","v","v","v","v","y","y","v","v","v","v","v","v","v","v","g","g","g","g","y","r","r","r","x"
"x","g","g","g","g","o","v","v","v","v","g","b","b","y","r","r","r","r","r","r","y","v","v","v","v","v","v","v","o","o","o","g","o","o","o","o","o","o","o","v","v","v","v","v","v","v","v","y","y","v","v","v","v","v","v","v","v","g","g","g","g","v","r","r","r","x"
"x","g","g","g","g","b","v","v","v","v","o","b","b","g","r","r","r","r","r","r","w","v","v","v","v","v","v","v","o","o","o","b","o","o","o","o","o","o","o","v","v","v","v","v","v","v","v","g","b","v","v","v","v","v","v","v","v","b","v","y","o","o","r","r","r","x"
"x","g","g","g","g","i","v","v","v","v","y","y","y","y","y","v","v","i","b","v","b","v","v","v","v","v","v","v","o","o","o","g","g","b","i","v","v","v","r","v","v","v","v","v","v","v","v","i","y","v","v","v","v","v","v","v","v","i","g","r","o","o","g","g","g","x"
"x","b","b","b","y","y","b","b","b","o","y","y","y","y","y","v","v","g","g","g","g","v","v","v","v","v","v","v","r","b","r","g","g","v","r","v","v","v","o","r","r","r","r","r","r","r","r","g","g","g","g","g","i","o","b","b","b","b","i","i","i","i","g","g","g","x"
"x","b","b","b","y","y","b","b","b","g","y","y","y","y","y","o","y","g","g","g","g","v","v","v","v","v","v","v","y","y","y","y","y","y","g","v","v","v","b","r","r","r","r","r","r","r","r","g","g","g","g","g","r","r","b","b","b","b","i","i","i","i","g","g","g","x"
"x","b","b","b","o","i","b","b","b","o","y","y","y","y","y","b","w","g","g","g","g","v","v","v","v","v","v","v","y","y","y","y","y","y","o","o","i","b","g","r","r","r","r","r","r","r","r","g","g","g","g","g","r","r","b","b","b","b","i","i","i","i","v","v","y","x"
"x","g","g","g","g","g","g","o","y","v","y","y","y","y","y","o","r","g","g","g","g","v","v","v","v","v","v","v","y","y","y","y","y","y","o","o","v","o","y","r","r","r","r","r","r","r","r","g","g","g","g","g","i","g","b","b","b","b","i","i","i","i","v","v","b","x"
"x","g","g","g","g","g","g","i","o","o","o","o","i","i","i","i","y","b","r","y","i","i","i","i","r","y","r","b","y","y","y","y","y","y","r","r","r","r","g","r","r","r","r","r","r","r","r","g","g","g","g","g","y","y","y","y","y","y","y","y","o","o","o","o","g","x"
"x","g","g","g","g","g","g","r","o","o","o","o","i","i","i","i","v","v","v","v","i","i","i","i","y","v","o","g","y","y","y","y","y","y","r","r","r","r","i","r","r","r","r","r","r","r","r","v","v","v","v","v","y","y","y","y","y","y","y","y","o","o","o","o","r","x"
"x","g","g","g","g","g","g","v","o","o","o","o","i","i","i","i","v","v","v","v","i","i","i","i","r","b","i","b","y","y","y","y","y","y","r","r","r","r","v","r","r","r","r","r","r","r","r","v","v","v","v","v","y","y","y","y","y","y","y","y","o","o","o","o","i","x"
"x","g","g","g","g","g","g","b","o","o","o","o","i","i","i","i","v","v","v","v","i","i","i","i","g","g","g","v","v","r","o","g","r","o","r","r","r","r","b","r","r","r","r","r","r","r","r","v","v","v","v","v","y","y","y","y","y","y","y","y","o","o","o","o","v","x"
"x","g","g","g","g","g","g","i","i","r","r","r","r","r","v","b","v","v","v","v","y","r","v","y","g","g","g","v","v","y","i","i","i","v","v","y","g","o","g","g","g","g","g","g","y","y","y","v","v","v","v","v","y","y","y","y","y","y","y","y","g","g","g","y","r","x"
"x","i","o","o","o","o","o","i","i","r","r","r","r","r","y","y","y","b","i","g","v","v","o","r","g","g","g","b","g","o","i","i","i","v","v","i","y","r","g","g","g","g","g","g","y","y","y","v","v","v","v","v","y","y","y","y","y","y","y","y","g","g","g","b","o","x"
"x","r","o","o","o","o","o","b","v","r","r","r","r","r","y","y","y","i","o","i","v","v","i","i","v","y","r","o","y","v","i","i","i","b","b","b","b","y","g","g","g","g","g","g","y","y","y","g","r","r","g","o","y","y","y","y","y","y","y","y","g","g","g","v","b","x"
"x","v","o","o","o","o","o","r","o","r","r","r","r","r","y","y","y","r","i","v","r","b","i","i","b","b","b","g","g","g","g","b","y","b","b","b","b","r","g","g","g","g","g","g","b","r","g","v","r","r","i","b","y","y","y","y","y","y","y","y","b","r","i","o","y","x"
"x","y","o","o","o","o","o","i","v","r","r","r","r","r","g","g","g","g","g","g","g","i","y","o","b","b","b","g","g","g","g","y","g","b","b","b","b","v","g","g","g","g","g","g","o","o","r","r","g","o","o","o","o","o","o","g","g","g","g","i","i","i","b","b","b","x"
"x","v","o","o","o","o","o","g","y","y","y","y","y","y","g","g","g","g","g","g","g","y","b","v","b","b","b","g","g","g","g","b","i","b","b","b","b","i","g","g","g","g","g","g","o","o","r","r","i","o","o","o","o","o","o","g","g","g","g","i","i","i","b","b","b","x"
"x","g","g","g","g","g","g","v","y","y","y","y","y","y","g","g","g","g","g","g","g","i","i","i","i","i","r","g","g","g","g","o","o","o","i","r","r","r","r","r","r","r","b","b","b","b","b","o","v","o","o","o","o","o","o","g","g","g","g","i","i","i","b","b","b","x"
"x","g","g","g","g","g","g","b","y","y","y","y","y","y","g","g","g","g","g","g","g","i","i","i","i","i","b","y","i","y","b","o","o","o","y","r","r","r","r","r","r","r","b","b","b","b","b","r","i","o","o","o","o","o","o","g","g","g","g","b","o","o","o","o","o","x"
"x","g","g","g","g","g","g","r","y","y","y","y","y","y","g","g","g","g","g","g","g","i","i","i","i","i","y","g","v","r","i","o","o","o","v","r","r","r","r","r","r","r","b","b","b","b","b","v","y","o","o","o","o","o","o","r","r","r","r","g","o","o","o","o","o","x"
"x","g","g","g","g","g","g","v","y","y","y","y","y","y","g","g","g","g","g","g","g","i","i","i","i","i","o","o","o","o","b","b","b","b","o","r","r","r","r","r","r","r","b","b","b","b","b","r","r","o","o","o","o","o","o","r","r","r","r","v","o","o","o","o","o","x"
"x","g","g","g","g","g","g","r","y","y","y","y","y","y","g","g","g","g","g","g","g","i","i","i","i","i","o","o","o","o","b","b","b","b","v","r","r","r","r","r","r","r","b","b","b","b","b","r","r","i","b","b","b","b","i","r","r","r","r","b","o","o","o","o","o","x"
"x","g","g","g","g","g","g","o","o","o","o","o","o","o","i","v","y","y","y","y","i","g","o","o","y","g","o","o","o","o","b","b","b","b","g","r","r","r","r","r","r","r","g","v","y","o","o","v","v","v","b","b","b","b","v","r","r","r","r","i","o","o","o","o","o","x"
"x","o","y","y","y","i","i","o","o","o","o","o","o","o","b","b","y","y","y","y","v","b","o","o","g","i","o","o","o","o","b","b","b","b","o","r","r","r","r","r","r","r","i","i","i","o","o","v","v","v","b","b","b","b","g","g","g","g","g","g","g","i","b","r","g","x"
"x","b","y","y","y","i","i","o","o","o","o","o","o","o","b","b","y","y","y","y","r","y","g","v","v","y","g","g","v","v","v","v","v","v","v","v","i","i","i","v","v","v","i","i","i","g","i","v","v","v","b","b","b","b","g","g","g","g","g","g","g","y","i","b","v","x"
"x","o","y","y","y","r","r","o","o","o","o","o","o","o","g","o","y","y","y","y","o","v","i","v","v","o","g","g","v","v","v","v","v","v","v","v","i","i","i","v","v","v","i","i","i","r","r","r","r","r","g","g","v","o","g","g","g","g","g","g","g","v","v","i","r","x"
"x","v","o","v","g","r","r","o","o","o","o","o","o","o","y","y","r","r","v","r","r","r","r","r","r","v","o","i","v","v","v","v","v","v","v","v","i","i","i","v","v","v","r","g","b","r","r","r","r","r","g","g","o","r","g","g","g","g","g","g","g","v","v","o","i","x"
"x","y","y","y","y","y","i","o","o","o","o","o","o","o","y","y","r","r","g","r","r","r","r","r","r","b","b","r","v","v","v","v","v","v","v","v","g","g","g","g","g","g","g","y","y","r","r","r","r","r","y","b","y","i","g","g","g","g","g","g","g","y","g","b","o","x"
"x","y","y","y","y","y","r","o","o","o","o","o","o","o","i","i","i","i","i","r","r","r","r","r","r","b","b","o","v","v","v","v","v","v","v","v","g","g","g","g","g","g","g","y","y","r","r","r","r","r","o","g","r","y","g","g","g","g","g","g","g","b","b","r","y","x"
"x","y","y","y","y","y","b","b","b","b","b","b","b","v","i","i","i","i","i","r","r","r","r","r","r","o","i","y","v","v","v","v","v","v","v","v","g","g","g","g","g","g","g","r","b","r","r","r","r","r","y","y","y","v","g","g","g","g","g","g","g","b","b","o","g","x"
"x","y","y","y","y","y","b","b","b","b","b","b","b","g","i","i","i","i","i","r","r","r","r","r","r","v","o","o","v","v","v","v","v","v","v","v","g","g","g","g","g","g","g","b","o","o","o","o","o","i","y","y","y","o","o","o","o","r","i","v","r","v","g","b","b","x"
"x","y","y","y","y","y","b","b","b","b","b","b","b","v","i","i","i","i","i","r","r","r","r","r","r","i","o","o","v","v","v","v","v","v","v","v","g","g","g","g","g","g","g","r","o","o","o","o","o","v","y","y","y","o","o","o","o","y","g","o","i","y","i","b","b","x"
"x","r","r","i","o","r","b","b","b","b","b","b","b","o","i","i","i","i","i","v","v","v","v","v","v","v","v","b","b","b","b","o","y","r","o","o","g","g","g","g","g","g","g","y","o","o","o","o","o","r","i","i","b","o","o","o","o","r","r","r","r","r","r","y","o","x"
"x","r","r","g","g","g","b","b","b","b","b","b","b","y","y","y","y","y","r","v","v","v","v","v","v","v","v","b","b","b","b","v","r","y","o","o","g","g","g","g","g","g","g","i","o","o","o","o","o","b","i","i","r","o","o","o","o","r","r","r","r","r","r","b","y","x"
"x","y","i","g","g","g","b","b","b","b","b","b","b","y","y","y","y","y","b","v","v","v","v","v","v","v","v","b","b","b","b","i","i","i","i","i","y","o","o","o","o","o","o","b","o","o","o","o","o","g","g","g","v","g","v","i","i","r","r","r","r","r","r","v","v","x"
"x","g","r","g","g","g","b","b","b","b","b","b","b","y","y","y","y","y","o","v","v","v","v","v","v","v","v","b","b","b","b","i","i","i","i","i","r","o","o","o","o","o","o","y","b","i","v","v","y","g","g","g","i","o","y","i","i","r","r","r","r","r","r","v","v","x"
"x","b","b","b","b","r","r","r","r","r","r","r","g","y","y","y","y","y","i","v","v","v","v","v","v","v","v","o","y","v","v","i","i","i","i","i","v","o","o","o","o","o","o","r","i","b","v","v","o","g","g","g","v","r","r","r","o","r","r","r","r","r","r","b","g","x"
"x","b","b","b","b","r","r","r","r","r","r","r","o","y","y","y","y","y","b","v","v","v","v","v","v","v","v","y","o","v","v","i","i","i","i","i","b","o","o","o","o","o","o","y","y","y","b","b","b","b","b","v","y","r","r","r","y","r","r","r","r","r","r","i","y","x"
"x","b","b","b","b","r","r","r","r","r","r","r","i","g","g","g","g","g","i","v","v","v","v","v","v","v","v","b","b","b","b","i","i","i","i","i","y","o","o","o","o","o","o","y","y","y","b","b","b","b","b","o","g","r","r","r","b","b","o","o","o","o","o","o","g","x"
"x","b","b","b","b","r","r","r","r","r","r","r","b","g","g","g","g","g","b","v","v","v","v","v","v","v","v","b","b","b","b","v","v","v","v","v","v","o","o","o","o","o","o","y","y","y","b","b","b","b","b","v","v","v","v","y","b","b","o","o","o","o","o","o","r","x"
"x","v","i","g","v","r","r","r","r","r","r","r","y","g","g","g","g","g","y","y","y","i","i","r","b","i","o","b","b","b","b","v","v","v","v","v","v","b","r","r","r","r","r","b","o","r","b","b","b","b","b","v","v","v","v","b","o","r","o","o","o","o","o","o","y","x"
"x","o","y","b","o","r","r","r","r","r","r","r","v","g","g","g","g","g","y","y","y","i","i","g","r","o","r","b","b","b","b","v","v","v","v","v","v","o","r","r","r","r","r","i","y","o","b","b","b","b","b","v","v","v","v","i","y","g","o","o","o","o","o","o","b","x"
"x","i","i","r","b","r","r","r","r","r","r","r","y","g","g","g","g","g","y","y","y","b","b","b","b","b","v","v","v","y","i","v","v","v","v","v","v","g","r","r","r","r","r","v","v","v","v","v","v","o","g","v","v","v","v","o","b","v","o","o","o","o","o","o","g","x"
"x","i","i","y","y","y","y","b","b","b","b","b","v","v","v","v","v","v","v","r","o","b","b","b","b","b","v","v","v","b","g","v","v","v","v","v","v","o","r","r","r","r","r","v","v","v","v","v","v","y","y","y","y","r","r","r","v","i","o","o","o","o","o","o","y","x"
"x","g","o","y","y","y","y","b","b","b","b","b","v","v","v","v","v","v","v","i","i","b","b","b","b","b","v","v","v","r","o","v","v","v","v","v","v","b","r","r","r","r","r","v","v","v","v","v","v","y","y","y","y","r","r","r","y","b","b","b","b","b","b","b","b","x"
"x","r","v","y","y","y","y","b","b","b","b","b","v","v","v","v","v","v","v","i","i","b","b","b","b","b","y","y","y","y","y","y","y","y","o","i","i","i","i","i","y","b","y","v","v","v","v","v","v","y","y","y","y","r","r","r","v","b","b","b","b","b","b","b","b","x"
"x","g","r","y","y","y","y","b","b","b","b","b","v","v","v","v","v","v","v","b","o","b","b","b","b","b","y","y","y","y","y","y","y","y","g","i","i","i","i","i","r","y","b","v","v","v","v","v","v","y","y","y","y","o","b","i","g","b","b","b","b","b","b","b","b","x"
"x","v","v","v","v","v","g","b","b","b","b","b","v","v","v","v","v","v","v","y","r","o","r","r","o","i","y","y","y","y","y","y","y","y","b","i","i","i","i","i","g","g","g","v","v","v","v","v","v","g","i","i","g","v","g","y","v","b","b","b","b","b","b","b","b","x"
"x","v","v","v","v","v","i","i","i","i","i","g","v","v","v","v","v","v","v","b","o","v","r","r","b","v","y","y","y","y","y","y","y","y","g","i","i","i","i","i","g","g","g","o","o","o","o","o","o","o","i","i","r","r","y","r","y","b","b","b","b","b","b","b","b","x"
"x","v","v","v","v","v","i","i","i","i","i","y","v","v","v","v","v","v","v","i","i","i","b","g","g","b","y","y","y","y","y","y","y","y","r","i","i","i","i","i","g","g","g","o","o","o","o","o","o","o","g","v","r","r","v","g","o","b","b","b","b","b","b","b","b","x"
"x","v","v","v","v","v","i","i","i","i","i","v","o","o","o","o","o","o","b","i","i","i","r","g","g","r","y","y","y","y","y","y","y","y","i","y","y","y","y","y","y","v","r","o","o","o","o","o","o","o","y","g","v","i","i","b","v","b","b","b","b","b","b","b","b","x"
"x","v","v","v","v","v","i","i","i","i","i","g","o","o","o","o","o","o","g","i","i","i","v","v","r","i","y","y","y","y","y","y","y","y","g","y","y","y","y","y","y","g","v","o","o","o","o","o","o","o","r","b","o","i","i","y","g","b","b","b","b","b","b","b","b","x"
"x","b","o","y","i","r","i","i","i","i","i","r","o","o","o","o","o","o","y","y","r","o","v","v","y","o","y","y","y","y","y","y","y","y","i","y","y","y","y","y","y","r","b","o","o","o","o","o","o","o","i","r","r","r","r","r","r","r","o","v","v","v","v","i","i","x"
"x","y","g","g","g","g","g","g","v","r","y","v","o","o","o","o","o","o","y","y","i","i","i","i","i","i","i","i","r","g","g","g","g","g","g","y","y","y","y","y","y","o","v","o","o","o","o","o","o","o","v","r","r","r","r","r","r","r","y","v","v","v","v","i","i","x"
"x","v","g","g","g","g","g","g","y","y","o","y","o","o","o","o","o","o","i","g","i","i","i","i","i","i","i","i","v","g","g","g","g","g","g","y","y","y","y","y","y","i","r","o","o","o","o","o","o","o","g","r","r","r","r","r","r","r","i","v","v","v","v","r","g","x"
"x","o","g","g","g","g","g","g","y","y","v","r","o","o","o","o","o","o","r","r","i","i","i","i","i","i","i","i","b","g","g","g","g","g","g","y","y","y","y","y","y","v","v","v","v","v","v","v","r","g","i","r","r","r","r","r","r","r","y","v","v","v","v","o","b","x"
"x","r","g","g","g","g","g","g","i","i","i","i","i","i","v","v","i","v","r","r","i","i","i","i","i","i","i","i","o","g","g","g","g","g","g","v","v","v","v","v","g","v","v","v","v","v","v","v","i","b","g","r","r","r","r","r","r","r","o","y","y","y","y","y","v","x"
"x","y","g","g","g","g","g","g","i","i","i","i","i","i","v","v","y","y","y","y","i","i","i","i","i","i","i","i","b","g","g","g","g","g","g","v","v","v","v","v","r","v","v","v","v","v","v","v","o","g","i","r","r","r","r","r","r","r","b","y","y","y","y","y","r","x"
"x","o","g","g","g","g","g","g","i","i","i","i","i","i","y","o","y","y","y","y","i","i","i","i","i","i","i","i","v","g","g","g","g","g","g","v","v","v","v","v","y","v","v","v","v","v","v","v","y","o","b","r","r","r","r","r","r","r","o","y","y","y","y","y","g","x"
"x","i","i","i","b","v","o","b","i","i","i","i","i","i","r","b","y","y","y","y","i","i","i","i","i","i","i","i","r","r","r","r","r","r","y","v","v","v","v","v","o","v","v","v","v","v","v","v","o","y","v","v","v","v","v","g","b","v","i","y","y","y","y","y","i","x"
"x","i","i","i","r","o","r","o","i","i","i","i","i","i","v","o","y","y","y","y","i","i","i","i","i","i","i","i","r","r","r","r","r","r","g","v","v","v","v","v","g","v","v","v","v","v","v","v","i","g","v","v","v","v","v","b","y","i","g","y","y","y","y","y","o","x"
"x","i","i","i","y","y","v","v","i","i","i","i","i","i","b","b","b","b","b","b","b","y","y","y","y","y","y","y","r","r","r","r","r","r","b","y","i","y","y","y","o","v","v","v","v","v","v","v","b","o","v","v","v","v","v","i","o","o","o","i","o","b","v","v","v","x"
"x","r","r","r","y","y","v","v","g","g","g","g","o","o","b","b","b","b","b","b","b","y","y","y","y","y","y","y","r","r","r","r","r","r","g","i","o","y","y","y","r","b","i","i","i","r","g","i","r","g","v","v","v","v","v","y","o","o","o","v","v","o","v","v","v","x"
"x","r","r","r","b","r","i","y","g","g","g","g","o","o","b","b","b","b","b","b","b","y","y","y","y","y","y","y","r","r","r","r","r","r","i","r","g","y","y","y","g","y","i","i","i","y","v","r","b","y","v","v","v","v","v","g","o","o","o","v","v","y","v","v","v","x"
"x","r","r","r","i","i","v","b","g","g","g","g","r","r","b","b","b","b","b","b","b","y","y","y","y","y","y","y","r","r","r","r","r","r","g","v","v","v","v","v","v","v","i","i","i","o","o","o","o","o","o","o","y","y","y","y","y","y","y","b","y","o","o","o","r","x"
"x","b","g","y","i","i","g","o","g","g","g","g","r","r","b","b","b","b","b","b","b","y","y","y","y","y","y","y","i","o","g","b","i","b","i","v","v","v","v","v","v","v","g","y","r","o","o","o","o","o","o","o","y","y","y","y","y","y","y","o","b","o","o","o","v","x"
"x","o","o","o","o","g","r","r","v","b","y","y","y","y","b","b","b","b","b","b","b","y","y","y","y","y","y","y","g","b","i","i","g","y","g","v","v","v","v","v","v","v","r","i","y","o","o","o","o","o","o","o","y","y","y","y","y","y","y","g","g","o","o","o","b","x"
"x","o","o","o","o","v","r","r","y","r","y","y","y","y","b","b","b","b","b","b","b","y","y","y","y","y","y","y","o","v","i","i","b","b","b","v","v","v","v","v","v","v","b","o","v","o","o","o","o","o","o","o","y","y","y","y","y","y","y","g","g","r","i","i","o","x"
"x","o","o","o","o","g","o","i","g","b","y","y","y","y","v","v","v","v","v","i","o","o","o","o","o","o","r","g","g","g","v","y","b","b","b","v","v","v","v","v","v","v","y","v","y","o","o","o","o","o","o","o","y","y","y","y","y","y","y","v","o","y","i","i","v","x"
"x","o","o","o","o","y","y","y","y","o","y","y","y","y","v","v","v","v","v","r","o","o","o","o","o","o","v","g","g","g","y","v","b","b","b","v","v","v","v","v","v","v","g","b","b","o","o","o","o","o","o","o","y","y","y","y","y","y","y","g","v","r","y","r","o","x"
"x","g","y","v","i","y","y","y","y","b","r","r","r","i","v","v","v","v","v","i","o","o","o","o","o","o","i","g","g","g","o","o","y","y","o","v","v","v","v","v","v","v","r","b","b","o","o","o","o","o","o","o","y","y","y","y","y","y","y","b","g","g","g","g","v","x"
"x","b","g","b","o","y","y","y","y","v","r","r","r","b","v","v","v","v","v","g","o","o","o","o","o","o","v","v","v","v","o","o","y","y","g","g","g","g","i","b","i","y","y","y","y","i","i","b","b","b","b","b","b","b","b","o","o","i","r","o","g","g","g","g","r","x"
"x","r","b","i","g","y","y","y","y","o","r","r","r","g","v","v","v","v","v","y","o","o","o","o","o","o","v","v","v","v","g","i","g","v","g","g","g","g","r","g","v","y","y","y","y","i","i","b","b","b","b","b","b","b","b","o","o","r","v","y","g","g","g","g","y","x"
"x","v","v","v","v","v","v","v","v","g","g","b","o","o","o","o","o","y","o","r","o","o","o","o","o","o","v","v","v","v","i","b","y","o","g","g","g","g","y","y","b","y","y","y","y","v","r","b","b","b","b","b","b","b","b","y","b","y","b","o","g","g","g","g","o","x"
"x","v","v","v","v","v","v","v","v","g","g","i","o","o","o","o","o","b","b","b","b","b","g","r","r","r","v","v","v","v","y","g","g","r","g","g","g","g","y","y","g","y","y","y","y","g","v","b","b","b","b","b","b","b","b","v","v","v","i","v","y","v","r","o","y","x"
"x","v","v","v","v","v","v","v","v","y","i","v","o","o","o","o","o","b","b","b","b","b","o","r","r","r","b","i","i","i","i","g","g","i","r","r","r","y","r","r","v","i","o","g","r","y","r","b","b","b","b","b","b","b","b","v","v","v","g","r","r","y","b","b","b","x"
"x","v","v","v","v","v","v","v","v","i","r","b","o","o","o","o","o","b","b","b","b","b","i","r","r","r","y","i","i","i","i","b","b","b","r","r","r","o","r","r","o","g","i","o","o","o","o","b","b","b","b","b","b","b","b","v","v","v","y","r","r","o","b","b","b","x"
"x","v","v","v","v","v","v","v","v","r","o","y","o","o","o","o","o","b","b","b","b","b","g","b","g","o","g","i","i","i","i","b","b","b","r","r","r","b","i","i","r","i","r","o","o","o","o","b","b","b","b","b","b","b","b","y","y","y","v","v","v","v","b","b","b","x"
"x","v","v","v","v","v","v","v","v","b","b","v","v","v","v","v","v","b","b","b","b","b","v","o","o","g","b","i","i","i","i","b","b","b","y","o","o","o","i","i","b","b","b","o","o","o","o","b","b","b","b","b","b","b","b","y","y","y","v","v","v","v","y","v","r","x"
"x","v","v","v","v","v","v","v","v","b","b","v","v","v","v","v","v","i","i","o","g","v","y","o","o","r","g","g","g","g","g","g","g","o","i","o","o","o","v","g","b","b","b","o","o","o","o","g","g","y","y","y","y","v","o","y","y","y","v","v","v","v","o","i","b","x"
"x","v","v","v","v","v","v","v","v","r","r","v","v","v","v","v","v","i","i","y","r","r","r","r","y","v","g","g","g","g","g","g","g","i","g","o","o","o","r","i","b","b","b","r","i","i","v","g","g","y","y","y","y","g","r","r","r","b","v","v","v","v","i","g","i","x"
"x","g","o","b","i","o","o","o","o","r","r","v","v","v","v","v","v","o","b","b","r","r","r","r","v","o","g","g","g","g","g","g","g","v","v","v","v","v","b","o","o","o","o","v","i","i","r","r","o","y","y","y","y","b","r","r","r","i","g","g","g","r","v","o","o","x"
"x","y","y","y","y","o","o","o","o","g","i","v","v","v","v","v","v","g","b","b","r","r","r","r","g","v","g","g","g","g","g","g","g","v","v","v","v","v","i","o","o","o","o","g","y","g","r","r","v","y","y","y","y","o","r","r","r","v","g","g","g","y","i","o","o","x"
