"x","y","v","y","o","i","b","b","b","b","b","b","b","b","i","i","v","v","v","v","v","v","o","o","o","y","i","i","i","i","v","v","v","v","v","v","v","y","y","y","y","i","i","i","i","y","y","b","v","y","g","g","g","g","r","r","r","r","b","v","v","v","v","v","v","x"
"x","g","o","v","g","o","b","b","b","b","b","b","b","b","i","i","v","v","v","v","v","v","o","o","o","r","i","i","i","i","v","v","v","v","v","v","v","r","b","g","o","i","i","i","i","g","i","i","i","i","g","g","g","g","r","r","r","r","i","v","v","v","v","v","v","x"
"x","b","g","r","y","y","b","b","b","b","b","b","b","b","v","r","r","r","r","r","r","r","r","y","y","y","y","y","r","b","v","v","v","v","v","v","v","g","v","v","v","v","g","o","y","o","i","i","i","i","v","v","v","r","i","i","i","i","g","v","v","v","v","v","v","x"
"x","g","o","i","y","y","b","b","b","b","b","b","b","b","o","r","r","r","r","r","r","r","r","y","y","y","y","y","o","r","v","v","v","v","v","v","v","i","v","v","v","v","b","b","b","b","i","i","i","i","v","v","v","b","i","i","i","i","y","v","v","v","v","v","v","x"
"x","i","v","g","b","r","b","b","b","b","b","b","b","b","g","r","r","r","r","r","r","r","r","y","y","y","y","y","i","y","v","v","v","v","v","v","v","o","v","v","v","v","b","b","b","b","i","i","i","i","v","v","v","g","i","i","i","i","o","o","o","o","o","o","g","x"
"x","y","b","b","g","o","b","b","b","b","b","b","b","b","o","r","r","r","r","r","r","r","r","y","y","y","y","y","g","v","g","g","g","g","g","g","g","r","v","v","v","v","b","b","b","b","y","b","b","b","b","b","b","b","i","i","i","i","o","o","o","o","o","o","v","x"
"x","g","b","b","i","b","v","v","g","g","g","g","g","g","i","r","r","r","r","r","r","r","r","y","y","y","y","y","o","r","g","g","g","g","g","g","g","v","b","g","r","o","b","b","b","b","r","b","b","b","b","b","b","b","v","y","y","g","o","o","o","o","o","o","r","x"
"x","r","i","y","v","y","v","v","g","g","g","g","g","g","o","r","r","r","r","r","r","r","r","o","b","v","v","v","v","v","g","g","g","g","g","g","g","y","v","v","b","i","v","v","v","v","v","b","b","b","b","b","b","b","g","y","y","i","o","o","o","o","o","o","i","x"
"x","g","b","b","b","g","y","y","g","g","g","g","g","g","v","r","r","r","r","r","r","r","r","g","y","v","v","v","v","v","g","g","g","g","g","g","g","i","v","v","o","g","v","v","v","v","v","b","b","b","b","b","b","b","v","g","b","r","o","o","o","o","o","o","y","x"
"x","v","b","b","b","v","y","y","g","g","g","g","g","g","y","r","r","r","r","r","r","r","r","v","i","v","v","v","v","v","g","g","g","g","g","g","g","b","b","b","b","b","v","v","v","v","v","b","b","b","b","b","b","b","y","b","g","b","o","o","o","o","o","o","b","x"
"x","g","b","b","b","g","v","v","g","g","g","g","g","g","i","i","i","i","i","i","i","y","v","y","o","v","v","v","v","v","g","g","g","g","g","g","g","b","b","b","b","b","v","v","v","v","v","b","b","b","b","b","b","b","g","o","o","o","i","b","b","b","b","b","i","x"
"x","i","o","i","o","i","v","v","g","g","g","g","g","g","i","i","i","i","i","i","i","b","b","i","b","v","v","v","v","v","g","g","g","g","g","g","g","b","b","b","b","b","v","v","v","v","v","b","b","b","b","b","b","b","y","o","o","o","r","b","b","b","b","b","y","x"
"x","y","i","g","g","g","r","r","r","r","r","r","o","v","i","i","i","i","i","i","i","b","b","o","o","o","o","o","o","g","b","i","i","i","i","y","y","b","b","b","b","b","y","o","o","o","i","o","r","r","r","v","o","r","r","o","o","o","i","b","b","b","b","b","o","x"
"x","i","b","g","g","g","r","r","r","r","r","r","b","o","i","i","i","i","i","i","i","y","y","o","o","o","o","o","o","b","v","i","i","i","i","y","y","b","b","b","b","b","v","o","o","o","g","i","r","r","r","i","b","r","r","y","y","y","r","b","b","b","b","b","y","x"
"x","v","v","g","g","g","r","r","r","r","r","r","i","v","i","i","i","i","i","i","i","y","y","o","o","o","o","o","o","y","g","i","i","i","i","r","r","r","r","r","g","i","y","o","o","o","r","b","r","r","r","y","y","y","i","y","y","y","g","b","b","b","b","b","i","x"
"x","v","v","y","y","v","r","r","r","r","r","r","o","o","i","i","i","i","i","i","i","o","r","o","o","o","o","o","o","v","y","i","i","i","i","r","r","r","r","r","v","v","v","v","v","v","v","v","y","i","b","y","y","y","g","y","y","y","v","v","v","v","v","g","o","x"
"x","o","r","y","y","i","r","r","r","r","r","r","o","o","i","i","i","i","i","i","i","r","i","o","o","o","o","o","o","g","b","b","b","o","g","r","r","r","r","r","v","v","v","v","v","v","v","v","o","v","g","y","y","y","i","g","i","b","v","v","v","v","v","y","b","x"
"x","g","g","r","o","o","r","r","r","r","r","r","b","b","b","b","b","b","b","g","v","o","y","o","o","o","o","o","o","r","b","b","b","y","b","r","r","r","r","r","v","v","v","v","v","v","v","v","b","b","b","b","b","b","g","i","v","r","v","v","v","v","v","r","r","x"
"x","g","g","i","o","o","i","i","i","i","i","i","b","b","b","b","b","b","b","i","i","i","i","g","g","g","g","g","r","i","b","b","b","r","y","r","r","r","r","r","v","v","v","v","v","v","v","v","b","b","b","b","b","b","o","b","o","i","v","v","v","v","v","r","r","x"
"x","v","v","v","v","v","i","i","i","i","i","i","b","b","b","b","b","b","b","i","i","i","i","g","g","g","g","g","o","o","o","o","v","b","o","i","i","b","b","i","v","v","v","v","v","v","v","v","b","b","b","b","b","b","y","i","b","y","v","v","v","v","v","o","y","x"
"x","v","v","v","v","v","i","i","i","i","i","i","b","b","b","b","b","b","b","i","i","i","i","g","g","g","g","g","o","o","o","o","i","g","g","i","i","b","b","y","v","v","v","v","v","v","v","v","b","b","b","b","b","b","r","o","o","o","o","r","r","r","r","y","g","x"
"x","v","v","v","v","v","i","i","i","i","i","i","b","b","b","b","b","b","b","i","i","i","i","g","g","g","g","g","o","o","o","o","y","g","g","b","v","r","i","o","v","v","v","v","v","v","v","v","b","b","b","b","b","b","i","o","o","o","o","r","r","r","r","v","r","x"
"x","v","v","v","v","v","i","i","i","i","i","i","b","b","b","b","b","b","b","g","v","o","o","g","g","g","g","g","o","o","o","o","b","b","b","i","r","y","y","g","v","v","v","v","v","v","v","v","b","b","b","b","b","b","y","o","o","o","o","r","r","r","r","g","i","x"
"x","v","v","v","v","v","i","i","i","i","i","i","b","b","b","b","b","b","b","y","r","o","o","b","b","b","b","b","r","y","v","r","b","b","b","g","i","y","y","o","o","o","o","o","r","r","r","r","r","v","i","o","v","i","b","o","o","o","o","r","r","r","r","y","b","x"
"x","g","g","g","g","y","y","o","o","o","o","o","o","o","v","v","g","g","g","g","g","g","g","b","b","b","b","b","g","g","y","v","b","b","b","o","o","g","v","o","o","o","o","o","r","r","r","r","r","i","y","y","y","y","y","y","g","b","y","i","y","v","v","v","i","x"
"x","g","g","g","g","y","y","o","o","o","o","o","o","o","v","v","g","g","g","g","g","g","g","b","b","b","b","b","g","g","i","b","g","g","g","o","o","y","b","o","o","o","o","o","r","r","r","r","r","v","y","y","y","y","y","y","b","o","g","g","g","v","v","v","g","x"
"x","g","g","g","g","o","b","o","o","o","o","o","o","o","y","y","g","g","g","g","g","g","g","b","b","b","b","b","v","i","r","o","g","g","g","i","b","i","v","o","o","o","o","o","r","r","r","r","r","i","y","y","y","y","y","y","i","b","g","g","g","v","v","v","i","x"
"x","g","g","g","g","y","v","o","o","o","o","o","o","o","y","y","g","g","g","g","g","g","g","b","b","b","b","b","i","v","i","v","g","g","g","y","o","v","y","o","o","o","o","o","r","r","r","r","r","v","y","y","y","y","y","y","g","y","g","g","g","i","b","b","b","x"
"x","v","r","r","v","o","g","o","o","o","o","o","o","o","i","o","g","g","g","g","g","g","g","i","g","g","g","o","o","r","r","r","r","r","r","r","g","g","g","g","b","i","i","i","i","b","b","b","o","o","y","y","y","y","y","y","r","i","i","i","i","g","b","b","b","x"
"x","g","r","r","i","g","v","o","o","o","o","o","o","o","y","v","g","g","g","g","g","g","g","r","g","g","g","o","o","r","r","r","r","r","r","r","g","g","g","g","r","i","i","i","i","b","b","b","o","o","y","y","y","y","y","y","v","i","i","i","i","o","b","b","b","x"
"x","y","y","y","y","y","b","o","o","o","o","o","o","o","g","b","g","g","g","g","g","g","g","i","g","g","g","y","b","r","r","r","r","r","r","r","g","g","g","g","o","i","i","i","i","b","b","b","i","i","i","i","g","g","g","v","o","i","i","i","i","b","r","o","y","x"
"x","y","y","y","y","y","v","y","v","y","y","r","v","v","v","v","v","v","v","v","b","b","b","b","r","r","r","r","v","r","r","r","r","r","r","r","g","g","g","g","v","i","i","i","i","g","r","g","i","i","i","i","g","g","g","i","g","i","i","i","i","y","y","i","i","x"
"x","y","y","y","y","y","i","o","i","y","y","g","v","v","v","v","v","v","v","v","b","b","b","b","r","r","r","r","b","r","r","r","r","r","r","r","b","b","b","b","b","r","r","b","b","b","g","r","i","i","i","i","g","g","g","o","o","o","v","b","g","y","y","i","i","x"
"x","y","y","y","y","y","b","v","r","v","r","b","v","v","v","v","v","v","v","v","b","b","b","b","r","r","r","r","v","r","r","r","r","r","r","r","b","b","b","b","b","r","r","b","b","b","r","v","i","i","i","i","v","b","y","o","o","o","b","o","o","o","i","y","o","x"
"x","y","y","y","y","y","i","i","i","i","i","g","v","v","v","v","v","v","v","v","b","b","b","b","r","r","r","r","o","r","r","r","r","r","r","r","b","b","b","b","b","o","v","b","b","b","g","b","r","r","r","r","r","r","r","o","o","o","y","o","o","o","b","o","r","x"
"x","b","b","b","b","g","i","i","i","i","i","b","v","v","v","v","v","v","v","v","i","g","g","g","g","v","y","y","y","y","y","y","y","g","v","g","b","b","b","b","b","r","r","r","r","r","r","o","r","r","r","r","r","r","r","y","b","v","i","o","o","o","r","b","g","x"
"x","b","b","b","b","o","i","i","i","i","i","o","v","v","v","v","v","v","v","v","y","g","g","g","g","o","y","y","y","y","y","y","y","i","b","r","b","b","b","b","b","r","r","r","r","r","r","b","r","r","r","r","r","r","r","g","g","g","g","g","g","g","y","i","b","x"
"x","b","b","b","b","v","i","i","i","i","i","g","v","v","v","v","v","v","v","v","i","g","g","g","g","v","y","y","y","y","y","y","y","o","o","o","o","o","o","o","o","r","r","r","r","r","r","g","r","r","r","r","r","r","r","g","g","g","g","g","g","g","i","b","v","x"
"x","b","b","b","b","o","i","i","i","i","i","y","v","v","v","v","v","v","v","v","r","g","g","g","g","r","y","y","y","y","y","y","y","o","o","o","o","o","o","o","o","r","r","r","r","r","r","i","r","r","r","r","r","r","r","g","g","g","g","g","g","g","b","r","g","x"
"x","g","o","y","r","r","r","r","r","y","g","g","g","i","i","i","i","i","i","i","y","y","o","o","i","v","y","y","y","y","y","y","y","o","o","o","o","o","o","o","o","r","r","r","r","r","r","b","r","r","r","r","r","r","r","g","g","g","g","g","g","g","y","i","i","x"
"x","o","b","g","r","r","r","r","r","i","g","g","g","i","i","i","i","i","i","i","y","y","o","o","y","b","y","y","y","y","y","y","y","o","o","o","o","o","o","o","o","r","r","r","r","r","r","i","r","r","r","r","r","r","r","g","g","g","g","g","g","g","r","i","i","x"
"x","v","i","y","r","r","r","r","r","y","g","g","g","i","i","i","i","i","i","i","r","b","b","b","b","o","y","y","y","y","y","y","y","o","o","o","o","o","o","o","o","g","y","y","y","y","y","y","y","y","b","v","b","v","y","g","g","g","g","g","g","g","o","o","o","x"
"x","b","o","g","r","r","r","r","r","o","o","r","v","i","i","i","i","i","i","i","g","b","b","b","b","y","v","g","g","g","g","v","v","o","o","o","o","o","o","o","o","v","y","y","y","y","y","y","y","y","o","i","o","r","i","g","g","g","g","g","g","g","o","o","o","x"
"x","g","g","b","r","r","r","r","r","o","o","i","b","i","i","i","i","i","i","i","y","b","b","b","b","o","y","g","g","g","g","v","v","o","o","o","o","o","o","o","o","g","y","y","y","y","y","y","y","y","v","v","v","v","v","v","v","o","o","o","o","r","o","o","o","x"
"x","g","g","y","y","y","y","y","o","v","g","b","o","i","i","i","i","i","i","i","v","b","b","b","b","g","r","g","g","g","g","i","r","o","o","o","o","o","o","o","o","v","y","y","y","y","y","y","y","y","v","v","v","v","v","v","v","o","o","o","o","i","b","v","v","x"
"x","b","i","y","y","y","y","y","i","i","r","o","r","i","i","i","i","i","i","i","g","r","r","r","v","o","o","g","g","g","g","y","y","y","y","y","y","y","y","i","b","i","y","y","y","y","y","y","y","y","v","v","v","v","v","v","v","o","o","o","o","g","r","v","v","x"
"x","y","g","y","y","y","y","y","i","i","v","v","v","v","g","g","g","g","b","b","i","r","r","r","b","o","o","r","r","r","r","y","y","y","y","y","y","y","y","v","v","g","y","y","y","y","y","y","y","y","v","v","v","v","v","v","v","o","o","o","o","b","v","y","o","x"
"x","r","r","y","y","y","y","y","g","g","v","v","v","v","g","g","g","g","b","b","g","r","r","r","y","i","g","r","r","r","r","y","y","y","y","y","y","y","y","v","v","b","y","y","y","y","y","y","y","y","v","v","v","v","v","v","v","r","r","r","r","r","r","r","r","x"
"x","r","r","y","y","y","y","y","g","g","v","v","v","v","g","g","g","g","o","o","o","o","o","o","g","r","v","r","r","r","r","y","y","y","y","y","y","y","y","o","o","o","y","y","y","y","y","y","y","y","v","v","v","v","v","v","v","r","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","v","i","b","v","v","v","v","g","g","g","g","o","o","o","o","o","o","i","y","i","r","r","r","r","y","y","y","y","y","y","y","y","o","o","o","r","i","r","r","g","v","r","b","v","v","v","v","v","v","v","r","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","i","v","r","i","b","b","b","b","r","v","b","o","o","o","o","o","o","v","o","y","g","g","g","i","y","y","y","y","y","y","y","y","o","o","o","g","v","r","r","o","o","o","o","i","i","i","i","r","b","i","r","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","g","r","y","v","b","b","b","b","o","y","r","o","o","o","o","o","o","b","i","v","g","g","g","v","y","y","y","y","y","y","y","y","b","b","b","i","y","b","i","o","o","o","o","i","i","i","i","g","r","o","r","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","i","i","o","g","b","b","b","b","v","r","v","o","o","o","o","o","o","g","y","i","g","g","g","r","y","y","y","y","y","y","y","y","b","b","b","o","g","o","y","o","o","o","o","i","i","i","i","b","v","y","r","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","i","i","r","i","b","b","b","b","y","i","b","o","o","o","o","o","o","i","b","b","b","r","v","o","o","o","o","o","o","g","o","r","b","b","b","i","v","g","v","o","o","o","o","i","i","i","i","o","o","g","r","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","g","b","b","b","v","v","v","v","v","v","v","g","v","v","v","v","v","v","b","b","b","y","b","o","o","o","o","o","o","i","v","v","v","v","v","v","b","i","i","i","i","i","i","b","b","o","v","o","o","v","r","r","r","r","r","r","r","r","x"
"x","y","y","y","y","i","v","i","b","b","b","v","v","v","v","v","v","v","b","v","v","v","v","v","v","b","b","b","r","g","o","o","o","o","o","o","y","v","v","v","v","v","v","g","i","i","i","i","i","i","b","b","g","g","g","i","i","i","i","g","g","g","y","y","i","x"
"x","y","y","y","y","o","g","y","b","b","b","v","v","v","v","v","v","v","i","v","v","v","v","v","v","r","i","i","i","i","o","o","o","o","o","o","i","v","v","v","v","v","v","o","i","i","i","i","i","i","v","v","g","g","g","i","i","i","i","g","g","g","y","y","g","x"
"x","y","y","y","y","v","r","r","r","o","r","v","v","v","v","v","v","v","y","v","v","v","v","v","v","o","i","i","i","i","o","o","o","o","o","o","g","v","v","v","v","v","v","r","i","i","i","i","i","i","v","v","g","g","g","i","i","i","i","g","g","g","i","r","r","x"
"x","y","y","y","y","o","r","r","r","v","i","v","v","v","v","v","v","v","b","v","v","v","v","v","v","r","i","i","i","i","o","o","o","o","o","o","i","v","v","v","v","v","v","o","i","i","i","i","i","i","r","b","b","o","b","i","i","i","i","b","i","o","v","r","r","x"
"x","o","g","r","o","v","r","r","r","b","o","v","v","v","v","v","v","v","g","v","v","v","v","v","v","g","i","i","i","i","v","b","i","i","i","y","r","v","v","v","v","v","v","b","i","i","i","i","i","i","y","b","b","y","o","o","o","o","y","y","y","y","b","o","y","x"
"x","v","v","g","g","g","g","g","y","r","b","v","v","v","v","v","v","v","o","o","o","o","o","o","o","y","y","o","b","b","b","o","i","i","i","o","o","o","o","o","o","o","y","r","v","v","v","v","v","v","v","v","i","b","o","o","o","o","y","y","y","y","v","i","g","x"
"x","v","v","g","g","g","g","g","b","i","i","i","i","i","i","i","i","r","o","o","o","o","o","o","o","y","y","r","b","b","b","y","i","i","i","o","o","o","o","o","o","o","b","g","v","v","v","v","v","v","v","v","b","v","o","o","o","o","y","y","y","y","r","r","r","x"
"x","o","y","g","g","g","g","g","y","i","i","i","i","i","i","i","i","y","o","o","o","o","o","o","o","g","g","o","b","b","b","g","g","g","y","o","o","o","o","o","o","o","v","y","v","v","v","v","v","v","v","v","y","g","o","o","o","o","y","y","y","y","r","r","r","x"
"x","r","v","g","g","g","g","g","b","i","i","i","i","i","i","i","i","b","o","o","o","o","o","o","o","g","g","y","y","y","i","g","g","g","r","o","o","o","o","o","o","o","i","g","v","v","v","v","v","v","v","v","b","r","r","r","g","g","g","g","v","o","r","r","r","x"
"x","b","i","g","g","g","g","g","r","i","i","i","i","i","i","i","i","y","o","o","o","o","o","o","o","v","i","y","y","y","v","g","g","g","v","o","o","o","o","o","o","o","v","i","v","v","v","v","v","v","v","v","y","r","r","r","g","g","g","g","o","g","y","b","y","x"
"x","y","r","v","v","v","v","v","v","i","i","i","i","i","i","i","i","r","o","o","o","o","o","o","o","r","b","y","y","y","g","y","y","y","y","o","o","o","o","o","o","o","i","b","v","v","v","v","v","v","v","v","b","r","r","r","g","g","g","g","y","i","i","i","i","x"
"x","b","o","v","v","v","v","v","v","i","i","i","i","i","i","i","i","v","o","o","o","o","o","o","o","b","r","v","i","r","i","y","y","y","y","o","o","o","o","o","o","o","g","y","v","v","v","v","v","v","v","v","r","b","i","i","g","g","g","g","v","i","i","i","i","x"
"x","r","i","v","v","v","v","v","v","i","i","i","i","i","i","i","i","b","b","b","v","v","v","v","v","v","o","o","o","v","g","y","y","y","y","r","r","b","v","v","v","v","v","g","v","v","v","v","v","v","v","v","o","o","i","i","b","i","o","i","r","i","i","i","i","x"
"x","v","g","v","v","v","v","v","v","i","i","i","i","i","i","i","i","b","b","b","v","v","v","v","v","v","o","o","o","y","o","y","y","y","y","r","r","i","v","v","v","v","v","y","y","r","r","r","r","r","r","b","o","o","y","y","y","v","b","v","g","i","i","i","i","x"
"x","g","r","v","v","v","v","v","v","o","r","r","r","g","v","g","v","b","b","b","v","v","v","v","v","v","o","o","o","i","i","i","i","i","i","g","v","g","v","v","v","v","v","y","y","r","r","r","r","r","r","g","g","i","y","y","y","i","i","i","r","o","v","y","y","x"
"x","y","g","v","v","v","v","v","v","b","r","r","r","b","b","b","b","y","y","y","v","v","v","v","v","v","b","r","b","i","i","i","i","i","i","o","y","r","v","v","v","v","v","i","g","r","r","r","r","r","r","g","g","o","y","y","y","i","i","i","g","y","i","y","y","x"
"x","b","b","b","b","b","b","o","i","v","r","r","r","b","b","b","b","y","y","y","v","v","v","v","v","v","o","o","o","i","i","i","i","i","i","r","r","o","v","v","v","v","v","b","b","r","r","r","r","r","r","y","i","i","i","i","o","i","i","i","v","v","v","o","r","x"
"x","b","b","b","b","b","b","i","o","g","g","y","o","b","b","b","b","y","y","y","v","v","v","v","v","v","o","o","o","i","i","i","i","i","i","r","r","g","o","g","g","g","r","b","b","r","r","r","r","r","r","v","i","i","i","i","y","r","g","g","v","v","v","b","y","x"
"x","b","b","b","b","b","b","o","b","g","g","o","i","b","b","b","b","g","o","i","i","i","i","i","i","i","o","o","o","i","i","i","i","i","i","b","o","i","y","g","g","g","o","y","v","r","r","r","r","r","r","y","i","i","i","i","v","o","g","g","v","v","v","o","i","x"
"x","b","b","b","b","b","b","v","v","v","v","v","v","v","o","y","y","y","y","i","i","i","i","i","i","i","r","r","r","i","i","i","i","i","i","r","g","o","b","g","g","g","b","b","b","i","o","o","o","o","o","b","i","i","i","i","r","r","r","r","r","g","g","v","g","x"
"x","b","b","b","b","b","b","v","v","v","v","v","v","v","r","y","y","y","y","i","i","i","i","i","i","i","r","r","r","y","y","y","y","y","y","y","y","r","r","b","y","y","b","b","b","r","o","o","o","o","o","g","o","r","b","y","r","r","r","r","r","g","g","y","b","x"
"x","b","b","b","b","b","b","v","v","v","v","v","v","v","b","y","y","y","y","i","i","i","i","i","i","i","r","r","r","y","y","y","y","y","y","y","y","r","r","o","y","y","b","b","b","y","o","o","o","o","o","b","b","b","i","i","r","r","r","r","r","i","b","v","v","x"
"x","i","i","o","o","o","o","v","v","v","v","v","v","v","o","y","y","y","y","i","i","i","i","i","i","i","o","i","g","y","y","y","y","y","y","y","y","g","b","b","g","r","r","r","r","r","o","o","o","o","o","b","b","b","i","i","r","r","r","r","r","o","g","v","v","x"
"x","i","i","o","o","o","o","v","v","v","v","v","v","v","b","b","g","i","g","i","i","i","i","i","i","i","r","y","o","y","y","y","y","y","y","y","y","o","b","b","i","r","r","r","r","r","o","o","o","o","o","b","b","b","y","b","r","r","r","r","r","b","y","r","b","x"
"x","o","r","o","o","o","o","v","v","v","v","v","v","v","b","b","y","y","r","i","i","i","i","i","i","i","v","g","v","y","y","y","y","y","y","y","y","b","y","o","o","r","r","r","r","r","v","v","v","v","r","v","v","v","v","v","v","v","g","g","g","g","g","g","g","x"
"x","v","v","o","o","o","o","v","v","v","v","v","v","v","r","v","y","y","v","v","v","v","v","b","b","b","b","i","b","y","y","y","y","y","y","y","y","g","r","o","o","r","r","r","r","r","v","v","v","v","g","v","v","v","v","v","v","v","g","g","g","g","g","g","g","x"
"x","v","v","r","r","r","r","r","r","r","r","y","y","y","i","o","o","o","v","v","v","v","v","b","b","b","b","y","o","y","y","y","y","y","y","y","y","o","b","b","i","r","r","r","r","r","v","v","v","v","r","v","v","v","v","v","v","v","g","g","g","g","g","g","g","x"
"x","g","i","r","r","r","r","r","r","r","r","y","y","y","b","o","o","o","v","v","v","v","v","b","b","b","b","o","b","y","y","y","y","y","y","y","y","r","b","b","g","g","g","i","o","i","v","v","v","v","g","v","v","v","v","v","v","v","g","g","g","g","g","g","g","x"
"x","r","g","r","r","r","r","r","r","r","r","y","y","y","i","o","o","o","v","v","v","v","v","b","b","b","b","r","r","r","r","r","r","o","o","o","o","o","o","i","g","g","g","y","r","r","r","r","i","g","o","v","v","v","v","v","v","v","g","g","g","g","g","g","g","x"
"x","b","y","r","r","r","r","r","r","r","r","i","i","g","v","y","y","i","v","v","v","v","v","r","g","y","g","r","r","r","r","r","r","o","o","o","o","o","o","v","g","g","g","v","r","r","r","r","b","y","i","v","v","v","v","v","v","v","g","g","g","g","g","g","g","x"
"x","o","b","r","r","r","r","r","r","r","r","i","i","o","o","y","y","g","g","g","g","g","i","o","o","b","v","r","r","r","r","r","r","o","o","o","o","o","o","r","y","y","o","i","r","r","r","r","g","i","o","v","v","v","v","v","v","v","g","g","g","g","g","g","g","x"
"x","g","y","r","r","r","r","r","r","r","r","b","r","o","o","v","b","g","g","g","g","g","y","o","o","y","i","r","r","r","r","r","r","o","o","o","o","o","o","v","y","y","r","g","r","r","r","r","i","v","y","y","y","r","b","b","b","b","b","y","y","y","y","y","r","x"
"x","y","g","r","r","r","r","r","r","r","r","i","i","i","i","y","i","g","g","g","g","g","v","v","v","v","o","r","r","r","r","r","r","o","o","o","o","o","o","g","o","o","o","o","b","b","b","b","b","o","y","y","y","i","b","b","b","b","b","y","y","y","y","y","v","x"
"x","o","v","r","r","r","r","r","r","r","r","i","i","i","i","b","v","g","g","g","g","g","v","v","v","v","b","r","r","r","r","r","r","o","o","o","o","o","o","y","o","o","o","o","b","b","b","b","b","i","y","y","y","r","b","b","b","b","b","y","y","y","y","y","r","x"
"x","b","g","g","g","g","g","g","g","g","b","i","i","i","i","y","o","g","g","g","g","g","v","v","v","v","y","y","y","i","g","g","g","g","y","b","b","i","r","g","o","o","o","o","b","b","b","b","b","g","g","g","g","v","b","b","b","b","b","y","y","y","y","y","b","x"
"x","o","g","g","g","g","g","g","g","g","o","i","i","i","i","o","r","r","r","r","v","o","v","v","v","v","y","y","y","v","g","g","g","g","o","b","b","y","o","r","o","o","o","o","b","b","b","b","b","g","g","g","g","r","b","b","b","b","b","y","y","y","y","y","v","x"
"x","i","g","g","g","g","g","g","g","g","r","b","b","o","g","v","r","r","r","r","g","y","b","b","b","o","y","y","y","i","g","g","g","g","y","g","i","i","i","i","i","g","g","g","b","b","b","b","b","g","g","g","g","i","i","i","v","v","v","v","v","v","v","v","y","x"
"x","v","g","g","g","g","g","g","g","g","y","b","b","i","i","i","r","r","r","r","i","g","b","b","b","v","o","v","v","o","g","g","g","g","r","y","i","i","i","i","i","g","g","g","i","i","i","i","i","g","g","g","g","i","i","i","v","v","v","v","v","v","v","v","g","x"
"x","o","g","g","g","g","g","g","g","g","o","o","o","i","i","i","r","r","r","r","y","i","b","b","b","o","b","v","v","y","i","b","r","y","b","b","i","i","i","i","i","g","g","g","i","i","i","i","i","v","o","b","y","i","i","i","v","v","v","v","v","v","v","v","i","x"
