"x","v","v","v","v","v","v","v","v","r","r","r","r","r","r","b","b","i","b","g","g","b","y","i","i","i","i","i","o","o","o","o","o","r","r","r","r","r","r","r","y","y","y","y","g","v","r","r","r","r","r","r","b","b","b","i","i","i","i","i","i","i","g","g","b","x"
"x","v","v","v","v","v","v","v","v","r","r","r","r","r","r","g","y","v","o","g","g","v","g","i","i","i","i","i","o","o","o","o","o","r","r","r","r","r","r","r","y","y","y","y","v","y","y","y","y","o","g","y","b","b","b","i","i","i","i","i","i","i","y","v","r","x"
"x","v","v","v","v","v","v","v","v","r","r","r","r","r","r","b","b","b","b","b","b","b","b","i","i","i","i","i","o","o","o","o","o","r","r","r","r","r","r","r","y","y","y","y","g","y","y","y","y","i","o","o","o","r","v","i","i","i","i","i","i","i","b","y","v","x"
"x","v","v","v","v","v","v","v","v","r","r","r","r","r","r","b","b","b","b","b","b","b","b","r","r","r","r","v","b","b","b","b","g","r","r","r","r","r","r","r","y","y","y","y","v","y","y","y","y","v","o","o","o","v","y","i","i","i","i","i","i","i","y","o","y","x"
"x","v","v","v","v","v","v","v","v","r","r","r","r","r","r","b","b","b","b","b","b","b","b","r","r","r","r","g","b","b","b","b","i","r","r","r","r","r","r","r","i","i","o","b","r","y","y","y","y","g","o","o","o","y","v","i","i","i","i","i","i","i","v","i","v","x"
"x","v","v","v","v","v","v","v","v","b","v","v","v","v","v","b","b","b","b","b","b","b","b","r","r","r","r","i","b","b","b","b","g","r","r","r","r","r","r","r","i","i","g","g","g","g","o","o","i","i","i","i","i","b","r","i","i","i","i","i","i","i","b","b","y","x"
"x","v","v","v","v","v","v","v","v","y","v","v","v","v","v","b","b","b","b","b","b","b","b","r","r","r","r","y","b","b","b","b","i","r","r","r","r","r","r","r","v","v","g","g","g","g","o","o","i","i","i","i","i","y","y","y","y","y","y","y","y","o","b","b","r","x"
"x","v","v","v","v","v","v","v","v","b","v","v","v","v","v","b","b","b","b","b","b","b","b","v","v","v","v","v","v","v","v","o","o","i","v","v","v","v","b","g","v","v","g","g","g","g","r","y","i","i","i","i","i","y","y","y","y","y","y","y","y","b","r","v","i","x"
"x","y","y","y","y","y","y","b","r","g","v","v","v","v","v","b","b","b","b","b","b","b","b","v","v","v","v","v","v","v","v","o","o","r","v","v","v","v","r","o","g","r","g","g","g","g","y","v","i","i","i","i","i","y","y","y","y","y","y","y","y","i","b","i","b","x"
"x","y","y","y","y","y","y","o","i","r","v","v","v","v","v","b","b","b","b","b","b","b","b","v","v","v","v","v","v","v","v","r","y","i","v","v","v","v","y","y","y","y","y","y","y","b","r","b","i","i","i","i","i","y","y","y","y","y","y","y","y","v","g","g","g","x"
"x","y","y","y","y","y","y","v","o","o","o","o","o","o","g","i","i","i","y","y","y","y","y","v","v","v","v","v","v","v","v","g","i","b","v","v","v","v","y","y","y","y","y","y","y","r","g","g","g","g","g","g","g","y","y","y","y","y","y","y","y","b","g","g","g","x"
"x","y","y","y","y","y","y","i","o","o","o","o","o","o","v","i","i","i","y","y","y","y","y","v","v","v","v","v","v","v","v","y","y","y","g","o","o","b","y","y","y","y","y","y","y","o","g","g","g","g","g","g","g","y","y","y","y","y","y","y","y","o","g","g","g","x"
"x","y","y","y","y","y","y","v","o","o","o","o","o","o","g","i","i","i","y","y","y","y","y","v","v","v","v","v","v","v","v","y","y","y","i","o","o","g","y","y","y","y","y","y","y","i","g","g","g","g","g","g","g","y","y","y","y","y","y","y","y","b","o","y","i","x"
"x","y","y","y","y","y","y","r","o","o","o","o","o","o","b","r","r","r","y","y","y","y","y","v","v","v","v","v","v","v","v","y","y","y","v","y","r","r","y","y","y","y","y","y","y","b","g","g","g","g","g","g","g","y","y","y","y","y","y","y","y","r","y","i","r","x"
"x","v","g","g","o","o","r","i","o","o","o","o","o","o","y","r","r","r","y","y","y","y","y","v","v","v","v","v","v","v","v","r","r","r","r","b","r","r","y","y","y","y","y","y","y","i","g","g","g","g","g","g","g","i","i","i","i","i","i","i","v","v","r","g","g","x"
"x","i","g","g","o","o","g","b","o","o","o","o","o","o","v","r","r","r","o","o","i","r","r","r","r","r","r","r","r","b","y","r","r","r","r","v","i","b","y","y","y","y","y","y","y","o","g","g","g","g","g","g","g","i","i","i","i","i","i","i","v","v","y","g","g","x"
"x","r","r","r","r","r","r","r","i","i","i","i","i","i","i","v","i","i","o","o","b","r","r","r","r","r","r","r","r","v","i","r","r","r","r","o","o","o","o","o","o","o","o","b","o","b","g","g","g","g","g","g","g","i","i","i","i","i","i","i","o","i","o","o","o","x"
"x","r","r","r","r","r","r","r","i","i","i","i","i","i","i","o","i","i","b","b","v","r","r","r","r","r","r","r","r","o","v","r","r","r","r","o","o","o","o","o","o","o","o","v","v","v","v","y","v","r","v","i","r","i","i","i","i","i","i","i","y","b","o","o","o","x"
"x","r","r","r","r","r","r","r","i","i","i","i","i","i","i","b","y","v","b","b","g","r","r","r","r","r","r","r","r","i","i","i","i","i","i","o","o","o","o","o","o","o","o","v","v","v","v","o","o","o","o","b","v","i","i","i","i","i","i","i","v","r","o","o","o","x"
"x","r","r","r","r","r","r","r","i","i","i","i","i","i","i","g","g","g","v","o","y","r","r","r","r","r","r","r","r","i","i","i","i","i","i","o","o","o","o","o","o","o","o","v","v","v","v","o","o","o","o","r","y","i","i","i","i","i","i","i","b","i","i","y","y","x"
"x","r","r","r","r","r","r","r","i","i","i","i","i","i","i","g","g","g","b","r","b","r","r","r","r","r","r","r","r","i","i","i","i","i","i","o","o","o","o","o","o","o","o","v","v","v","v","o","o","o","o","v","g","i","i","i","i","i","i","i","r","i","i","y","y","x"
"x","r","r","r","r","r","r","r","i","i","i","i","i","i","i","g","g","g","r","v","y","r","r","r","r","r","r","r","r","i","i","i","i","i","i","o","o","o","o","o","o","o","o","g","r","g","b","o","o","o","o","b","b","b","b","b","b","b","o","v","v","o","g","o","r","x"
"x","r","r","r","r","r","r","r","i","i","i","i","i","i","i","v","i","i","i","y","b","r","r","r","r","r","r","r","r","i","i","i","i","i","i","o","o","o","o","o","o","o","o","y","y","y","y","y","y","g","r","b","b","b","b","b","b","b","y","v","v","b","b","b","b","x"
"x","o","o","o","o","o","o","o","o","v","v","y","r","r","r","r","i","i","i","g","o","i","i","i","i","g","b","i","y","i","i","i","i","i","i","o","o","o","o","o","o","o","o","y","y","y","y","y","y","i","i","b","b","b","b","b","b","b","v","o","y","b","b","b","b","x"
"x","o","o","o","o","o","o","o","o","v","v","b","r","r","r","r","i","i","i","r","b","i","i","i","i","v","v","v","v","v","v","v","g","g","g","r","r","r","r","r","r","i","v","y","y","y","y","y","y","i","i","b","b","b","b","b","b","b","r","g","v","b","b","b","b","x"
"x","o","o","o","o","o","o","o","o","i","r","o","r","r","r","r","b","o","b","o","y","i","i","i","i","v","v","v","v","v","v","v","g","g","g","r","r","r","r","r","r","g","r","y","y","y","y","y","y","o","g","b","b","b","b","b","b","b","i","b","y","b","b","b","b","x"
"x","o","o","o","o","o","o","o","o","y","o","y","r","r","r","r","i","g","i","i","r","i","i","i","i","v","v","v","v","v","v","v","g","g","g","r","r","r","r","r","r","b","i","y","y","y","y","y","y","r","v","b","b","b","b","b","b","b","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","o","o","v","v","v","g","g","o","o","o","o","i","i","o","o","b","r","g","v","v","v","v","v","v","v","r","r","y","r","r","r","r","r","r","o","b","y","y","y","y","y","y","b","y","b","b","b","b","b","b","b","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","o","o","v","v","v","g","g","o","o","o","o","r","v","o","o","y","y","y","v","v","v","v","v","v","v","r","r","i","r","r","r","r","r","r","v","v","v","v","v","r","r","r","r","r","r","y","v","r","o","g","o","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","o","o","v","v","v","b","b","o","o","o","o","i","i","i","i","y","y","y","v","v","v","v","v","v","v","i","y","o","r","r","r","r","r","r","v","v","v","v","v","r","r","r","r","r","r","i","i","i","i","o","v","r","r","r","r","r","r","r","x"
"x","o","o","o","o","o","o","o","o","r","b","i","b","b","o","o","o","o","i","i","i","i","y","y","y","v","v","v","v","v","v","v","o","b","b","y","y","y","y","y","y","v","v","v","v","v","r","r","r","r","r","r","i","i","i","i","y","b","r","r","r","r","r","r","r","x"
"x","b","b","b","b","b","g","g","g","g","o","o","o","o","r","y","v","r","i","i","i","i","b","b","b","b","o","o","o","o","o","o","i","b","b","y","y","y","y","y","y","v","v","v","v","v","r","r","r","r","r","r","i","i","i","i","b","y","r","r","r","r","r","r","r","x"
"x","b","b","b","b","b","g","g","g","g","o","o","o","o","b","i","g","b","i","i","i","i","b","b","b","b","o","o","o","o","o","o","g","y","o","y","y","y","y","y","y","v","v","v","v","v","r","r","r","r","r","r","i","i","i","i","o","o","r","r","r","r","r","r","r","x"
"x","b","b","b","b","b","g","g","g","g","o","o","o","o","y","y","y","y","y","y","y","g","b","b","b","b","o","o","o","o","o","o","b","i","i","y","y","y","y","y","y","r","r","i","b","i","r","r","r","r","r","r","v","r","b","r","o","o","w","v","i","g","b","v","v","x"
"x","b","b","b","b","b","g","g","g","g","o","o","o","o","y","y","y","y","y","y","y","v","b","b","b","b","o","o","o","o","o","o","g","i","i","y","y","y","y","y","y","r","r","y","y","y","o","o","o","o","o","o","o","o","v","v","v","i","i","i","y","y","y","v","v","x"
"x","b","b","b","b","b","r","r","r","r","y","i","r","i","y","y","y","y","y","y","y","i","v","v","v","r","o","o","o","o","o","o","v","y","v","y","y","y","y","y","y","o","o","y","y","y","o","o","o","o","o","o","o","o","v","v","v","i","i","i","y","y","y","o","g","x"
"x","g","o","o","v","y","r","r","r","r","b","o","o","b","y","y","y","y","y","y","y","g","v","v","v","b","o","o","o","o","o","o","r","o","o","o","o","o","o","i","r","o","o","y","y","y","o","o","o","o","o","o","o","o","v","v","v","i","i","i","y","y","y","i","i","x"
"x","y","o","o","i","b","r","r","r","r","v","o","o","r","y","y","y","y","y","y","y","b","v","v","v","i","i","i","i","w","v","v","v","o","o","o","o","o","o","g","g","g","g","g","v","i","o","o","o","o","o","o","o","o","b","b","b","g","b","g","g","g","g","i","i","x"
"x","i","i","i","y","i","r","r","r","r","g","b","i","o","y","y","y","y","y","y","y","r","g","r","b","i","i","i","i","r","v","v","v","o","o","o","o","o","o","g","g","g","g","g","i","y","o","o","o","o","o","o","o","o","b","b","b","v","v","g","g","g","g","y","v","x"
"x","i","i","i","v","g","y","y","y","y","o","y","v","i","y","y","y","y","y","y","y","g","v","v","r","i","i","i","i","y","v","v","v","o","o","o","o","o","o","g","g","g","g","g","v","r","o","o","o","o","o","o","o","o","b","b","b","v","v","g","g","g","g","v","o","x"
"x","i","i","i","o","b","y","y","y","y","r","r","r","r","r","r","r","r","i","v","v","y","v","v","y","i","i","i","i","g","o","i","y","o","o","o","o","o","o","g","g","g","g","g","y","y","o","o","o","o","o","o","o","o","i","v","r","o","b","g","g","g","g","i","b","x"
"x","v","o","g","r","g","y","y","y","y","r","r","r","r","r","r","r","r","o","v","v","o","o","o","r","r","r","r","r","r","i","g","g","o","o","o","o","o","o","g","g","g","g","g","y","y","o","o","o","o","o","o","o","o","y","y","y","y","y","y","y","b","b","r","v","x"
"x","i","r","b","i","b","y","y","y","y","r","r","r","r","r","r","r","r","y","i","i","o","o","o","r","r","r","r","r","r","v","g","g","y","b","b","b","b","b","b","b","b","i","i","i","i","v","r","r","r","v","g","b","g","y","y","y","y","y","y","y","b","b","v","g","x"
"x","o","o","o","o","o","o","o","g","i","r","r","r","r","r","r","r","r","o","i","i","o","o","o","r","r","r","r","r","r","o","o","r","g","b","b","b","b","b","b","b","b","i","i","i","i","y","r","r","r","y","v","i","b","y","y","y","y","y","y","y","i","i","i","i","x"
"x","o","o","o","o","o","o","o","r","b","r","r","r","r","r","r","r","r","b","o","v","v","y","g","r","r","r","r","r","r","o","o","b","o","b","b","b","b","b","b","b","b","i","i","i","i","b","r","r","r","v","y","o","r","y","y","y","y","y","y","y","i","i","i","i","x"
"x","o","o","o","o","o","o","o","g","i","r","r","r","r","r","r","r","r","o","i","v","v","r","o","r","r","r","r","r","r","y","y","y","r","b","b","b","b","b","b","b","b","i","i","i","i","o","o","o","o","o","r","g","g","y","y","y","y","y","y","y","i","i","i","i","x"
"x","o","o","o","o","o","o","o","y","y","r","r","r","r","r","r","r","r","v","y","y","r","g","b","r","r","r","r","r","r","y","y","y","g","b","b","b","b","b","b","b","b","v","v","v","r","o","o","o","o","o","b","g","g","y","y","y","y","y","y","y","i","i","i","i","x"
"x","o","o","o","o","o","o","o","y","y","r","r","r","r","r","r","r","r","i","y","y","i","y","v","i","i","i","i","i","o","y","y","y","i","b","b","b","b","b","b","b","b","v","v","v","g","o","o","o","o","o","r","o","o","y","y","y","y","y","y","y","o","r","y","y","x"
"x","o","o","o","o","o","o","o","i","b","b","b","b","b","b","v","v","o","o","o","o","o","o","o","i","i","i","i","i","g","g","i","i","y","b","b","b","b","b","b","b","b","v","v","v","y","o","o","o","o","o","v","o","o","i","b","g","g","g","g","g","g","g","y","y","x"
"x","o","o","o","o","o","o","o","y","b","b","b","b","b","b","v","v","o","o","o","o","o","o","o","i","i","i","i","i","g","g","i","i","v","b","b","b","b","b","b","b","b","i","i","i","r","o","o","o","o","o","g","g","v","v","v","g","g","g","g","g","g","g","v","v","x"
"x","y","b","b","b","b","y","v","r","b","b","b","b","b","b","o","b","o","o","o","o","o","o","o","i","i","i","i","i","b","b","b","r","r","r","r","r","r","r","r","i","v","i","i","i","v","g","y","g","r","b","g","g","v","v","v","g","g","g","g","g","g","g","v","v","x"
"x","r","b","b","b","b","o","r","v","b","b","b","b","b","b","g","i","o","o","o","o","o","o","o","i","i","i","i","i","b","b","b","r","r","r","r","r","r","r","r","y","b","i","i","i","r","i","g","o","g","r","b","i","v","v","v","g","g","g","g","g","g","g","r","g","x"
"x","i","b","b","b","b","y","o","o","b","b","b","b","b","b","r","r","o","o","o","o","o","o","o","b","r","o","r","v","b","b","b","r","r","r","r","r","r","r","r","o","r","r","r","v","v","v","v","v","i","g","y","y","y","o","y","g","g","g","g","g","g","g","o","i","x"
"x","y","b","b","b","b","i","o","o","b","b","b","b","b","b","r","r","o","o","o","o","o","o","o","v","v","y","y","y","y","y","o","r","r","r","r","r","r","r","r","i","r","r","r","v","v","v","v","v","b","o","y","y","y","v","o","g","g","g","g","g","g","g","b","o","x"
"x","v","i","i","i","r","r","r","r","r","y","y","y","y","y","y","i","o","o","o","o","o","o","o","v","v","y","y","y","y","y","i","r","r","r","r","r","r","r","r","v","r","r","r","v","v","v","v","v","r","v","y","y","y","o","y","g","g","g","g","g","g","g","v","i","x"
"x","g","i","i","i","r","r","r","r","r","y","y","y","y","y","y","o","g","g","g","v","y","y","r","b","g","y","y","y","y","y","b","r","r","r","r","r","r","r","r","g","v","i","o","v","v","v","v","v","o","r","r","r","r","r","r","b","b","b","b","b","b","b","b","v","x"
"x","v","i","i","i","r","r","r","r","r","y","y","y","y","y","y","i","g","g","g","o","y","y","o","o","v","y","y","y","y","y","g","r","r","r","r","r","r","r","r","i","y","r","b","v","v","v","v","v","y","r","r","r","r","r","r","b","b","b","b","b","b","b","b","o","x"
"x","y","v","g","y","r","r","r","r","r","y","y","y","y","y","y","v","g","g","g","y","i","g","o","o","g","y","y","y","y","y","o","r","r","r","r","r","r","r","r","g","g","g","g","g","o","r","r","y","b","r","r","r","r","r","r","b","b","b","b","b","b","b","b","y","x"
"x","i","r","o","i","r","r","r","r","r","y","y","y","y","y","y","b","b","b","b","b","y","i","i","i","i","i","i","i","g","g","g","g","g","g","g","v","y","g","y","g","g","g","g","g","b","r","r","i","o","r","r","r","r","r","r","b","b","b","b","b","b","b","b","v","x"
"x","v","v","v","v","v","v","v","y","o","y","y","y","y","y","y","b","b","b","b","b","r","i","i","i","i","i","i","i","g","g","g","g","g","g","g","r","r","i","i","g","g","g","g","g","y","y","y","y","i","r","r","r","r","r","r","b","b","b","b","b","b","b","b","r","x"
"x","v","v","v","v","v","v","v","b","r","r","r","r","r","r","o","b","b","b","b","b","g","i","i","i","i","i","i","i","g","g","g","g","g","g","g","r","r","i","i","g","g","g","g","g","y","y","y","y","b","r","r","r","r","r","r","b","b","b","b","b","b","b","b","y","x"
"x","v","v","v","v","v","v","v","i","r","r","r","r","r","r","y","b","b","b","b","b","y","i","i","i","i","i","i","i","g","g","g","g","g","g","g","o","g","v","r","g","g","g","g","g","y","y","y","y","o","b","o","o","o","o","o","b","b","b","b","b","b","b","b","g","x"
"x","v","v","v","v","v","v","v","b","r","r","r","r","r","r","v","b","b","b","b","b","r","i","i","i","i","i","i","i","g","g","g","g","g","g","g","b","b","b","b","r","i","i","i","i","y","y","y","y","r","v","o","o","o","o","o","b","b","b","b","b","b","b","b","o","x"
"x","v","v","v","v","v","v","v","o","r","r","r","r","r","r","o","o","o","o","o","o","o","i","i","i","i","i","i","i","g","g","g","g","g","g","g","b","b","b","b","y","i","i","i","i","o","o","r","g","v","g","o","o","o","o","o","v","v","v","v","v","v","y","y","y","x"
"x","v","v","v","v","v","v","v","b","r","r","r","r","r","r","o","o","o","o","o","o","o","i","i","i","i","i","i","i","g","g","g","g","g","g","g","b","b","b","b","r","i","i","i","i","o","o","i","i","o","b","o","o","o","o","o","v","v","v","v","v","v","y","y","y","x"
"x","v","v","v","v","v","v","v","o","r","r","r","r","r","r","o","o","o","o","o","o","o","b","b","b","b","b","b","r","o","o","o","y","o","y","y","b","b","b","b","y","i","i","i","i","g","b","i","i","y","r","o","o","o","o","o","v","v","v","v","v","v","y","y","y","x"
"x","g","g","g","y","y","y","y","y","y","y","y","o","g","y","o","o","o","o","o","o","o","b","b","b","b","b","b","g","o","o","o","r","i","y","y","r","r","i","o","o","o","o","o","o","o","r","r","r","o","o","v","y","r","b","g","v","v","v","v","v","v","i","r","o","x"
"x","g","g","g","y","y","y","y","y","y","y","y","r","y","g","o","o","o","o","o","o","o","b","b","b","b","b","b","r","o","o","o","i","b","i","i","r","r","b","o","o","o","o","o","o","o","r","r","r","o","o","g","g","g","g","r","v","v","v","v","v","v","g","y","b","x"
"x","g","g","g","y","y","y","y","y","y","y","y","o","g","b","o","o","o","o","o","o","o","b","b","b","b","b","b","i","g","i","b","g","y","i","i","o","v","r","o","o","o","o","o","o","o","r","r","r","g","i","g","g","g","g","i","v","v","v","v","v","v","r","r","o","x"
"x","i","b","i","y","y","y","y","y","y","y","y","i","o","v","o","o","o","o","o","o","o","b","b","b","b","b","b","o","r","r","r","o","o","o","o","r","r","b","o","o","o","o","o","o","o","i","v","v","v","v","g","g","g","g","v","i","i","i","i","i","b","r","r","b","x"
"x","y","r","v","y","y","y","y","y","y","y","y","r","r","r","i","v","v","v","v","v","i","b","b","b","b","b","b","i","r","r","r","o","o","o","o","r","r","g","o","o","o","o","o","o","o","g","v","v","v","v","g","g","g","g","y","i","i","i","i","i","r","b","i","y","x"
"x","g","v","o","y","y","y","y","y","y","y","y","r","r","r","o","v","v","v","v","v","g","r","y","y","y","y","r","g","r","r","r","o","o","o","o","i","v","i","o","o","o","o","o","o","o","i","v","v","v","v","o","o","r","y","r","i","i","i","i","i","b","y","o","v","x"
"x","v","b","g","y","y","y","y","y","y","y","y","r","r","r","g","v","v","v","v","v","r","g","y","y","y","y","i","o","b","v","y","o","o","o","o","y","y","y","o","o","o","o","o","o","o","y","v","v","v","v","o","o","g","i","o","i","i","i","i","i","o","i","r","r","x"
"x","i","v","i","y","y","y","y","y","y","y","y","v","g","v","r","v","v","v","v","v","y","i","y","y","y","y","b","r","r","g","g","g","g","g","v","y","y","y","g","g","g","g","g","g","i","r","r","r","i","o","b","v","v","v","v","i","i","i","i","i","g","v","r","r","x"
"x","v","b","b","b","b","b","b","g","i","v","i","i","i","r","g","v","v","v","v","v","r","v","y","y","y","y","i","r","r","g","g","g","g","g","o","y","y","y","g","g","g","g","g","g","o","r","r","r","y","r","r","v","v","v","v","r","r","o","r","v","i","i","i","i","x"
"x","y","b","b","b","b","b","b","v","r","r","i","i","i","y","y","y","y","y","y","o","o","o","i","r","r","v","v","v","v","g","g","g","g","g","r","o","r","i","g","g","g","g","g","g","y","r","r","r","i","r","r","v","v","v","v","r","r","y","b","g","i","i","i","i","x"
"x","r","b","b","b","b","b","b","i","r","r","i","i","i","y","y","y","y","y","y","o","o","o","b","r","r","v","v","v","v","g","g","g","g","g","v","v","v","v","g","g","g","g","g","g","b","g","v","y","o","o","o","v","v","v","v","b","g","g","g","o","i","i","i","i","x"
"x","o","b","b","b","b","b","b","v","y","y","y","y","o","y","y","y","y","y","y","o","o","o","i","y","b","v","v","v","v","g","g","g","g","g","v","v","v","v","g","g","g","g","g","g","i","r","g","r","o","o","o","b","b","g","b","r","g","g","g","v","i","i","i","i","x"
"x","r","b","b","b","b","b","b","g","y","y","y","y","b","y","y","y","y","y","y","b","i","g","r","i","g","v","v","v","v","y","o","b","b","b","v","v","v","v","g","g","g","g","g","g","o","b","b","b","o","o","o","b","b","y","y","y","g","g","g","r","r","r","r","r","x"
"x","y","b","b","b","b","b","b","o","y","y","y","y","i","y","y","y","y","y","y","r","b","b","b","r","o","o","o","o","r","r","g","b","b","b","v","v","v","v","r","r","y","b","y","y","r","b","b","b","v","i","v","i","r","y","y","y","b","y","b","r","r","r","r","r","x"
"x","i","i","i","i","i","i","y","i","y","y","y","y","o","y","y","y","y","y","y","v","b","b","b","i","o","o","o","o","r","r","i","b","b","b","g","o","o","b","r","r","i","g","y","y","v","b","b","b","i","g","r","r","v","y","y","y","g","b","g","r","r","r","r","r","x"
"x","i","i","i","i","i","i","b","v","v","v","v","v","v","v","v","g","i","i","i","y","b","b","b","r","o","o","o","o","y","y","y","y","y","y","y","o","o","i","g","g","g","o","o","r","o","o","o","g","g","y","r","r","o","o","o","i","i","i","i","r","r","r","r","r","x"
"x","i","i","i","i","i","i","g","v","v","v","v","v","v","v","v","o","i","i","i","v","y","i","i","g","o","o","o","o","y","y","y","y","y","y","y","r","i","r","g","g","g","o","o","y","o","o","o","g","g","b","v","v","o","o","o","i","i","i","i","r","r","r","r","r","x"
"x","i","i","i","i","i","i","b","v","v","v","v","v","v","v","v","g","i","i","i","g","o","i","i","v","v","y","r","g","y","y","y","y","y","y","y","b","y","v","g","g","g","i","g","r","o","o","o","i","b","y","v","v","o","o","o","i","i","i","i","v","v","i","g","y","x"
"x","i","i","i","i","i","i","o","v","v","v","v","v","v","v","v","b","b","b","b","y","y","y","y","v","v","r","v","r","y","y","y","y","y","y","y","i","i","i","i","y","b","v","v","v","v","v","v","v","o","o","y","i","g","i","y","i","i","i","i","v","v","r","b","v","x"
"x","i","i","i","i","i","i","y","v","v","v","v","v","v","v","v","b","b","b","b","y","y","y","y","g","y","b","b","g","y","y","y","y","y","y","y","i","i","i","i","g","y","v","v","v","v","v","v","v","o","o","g","b","b","b","b","b","b","b","b","r","o","y","r","b","x"
"x","b","b","b","r","v","b","i","v","v","v","v","v","v","v","v","b","b","b","b","y","y","y","y","i","v","b","b","r","y","y","y","y","y","y","y","i","i","i","i","v","o","v","v","v","v","v","v","v","g","y","v","b","b","b","b","b","b","b","b","g","g","g","g","g","x"
"x","b","b","b","y","i","y","r","v","v","v","v","v","v","v","v","b","b","b","b","y","y","y","y","r","r","r","y","i","y","y","y","y","y","y","y","i","i","i","i","b","r","v","v","v","v","v","v","v","o","b","r","b","b","b","b","b","b","b","b","g","g","g","g","g","x"
"x","b","b","b","r","y","v","b","v","v","v","v","v","v","v","v","y","o","g","y","o","v","r","o","r","r","r","b","v","r","o","g","i","g","i","r","b","r","y","g","y","y","v","v","v","v","v","v","v","g","g","g","b","b","b","b","b","b","b","b","g","g","g","g","g","x"
"x","r","r","r","i","o","y","y","y","g","i","g","i","i","i","i","i","i","i","i","b","g","o","v","r","r","r","i","i","i","i","v","v","v","v","v","v","v","v","i","y","y","v","v","v","v","v","v","v","g","g","g","b","b","b","b","b","b","b","b","g","g","g","g","g","x"
"x","r","r","r","b","v","y","y","y","i","o","y","i","i","i","i","i","i","i","i","y","y","y","b","b","b","y","i","i","i","i","v","v","v","v","v","v","v","v","r","v","g","v","v","v","v","v","v","v","g","g","g","b","b","b","b","b","b","b","b","g","g","g","g","g","x"
"x","r","r","r","g","g","y","y","y","b","b","r","i","i","i","i","i","i","i","i","y","y","y","b","b","b","g","i","i","i","i","v","v","v","v","v","v","v","v","i","i","i","i","i","i","i","i","o","o","o","v","o","b","b","b","b","b","b","b","b","y","i","o","b","i","x"
"x","b","b","o","g","g","b","v","i","b","b","y","i","i","i","i","i","i","i","i","y","y","y","b","b","b","r","i","i","i","i","v","v","v","v","v","v","v","v","i","i","i","i","i","i","i","i","o","o","o","b","i","b","b","b","b","b","b","b","b","v","o","r","y","r","x"
"x","b","b","r","o","o","o","o","o","o","o","o","i","i","i","i","i","i","i","i","v","v","v","v","v","g","g","b","b","b","y","v","v","v","v","v","v","v","v","i","i","i","i","i","i","i","i","o","o","o","v","v","v","v","v","v","v","v","g","i","i","g","v","v","v","x"
