"x","r","r","r","r","r","r","r","g","i","i","i","i","i","i","i","g","g","g","b","v","g","r","b","b","b","b","y","g","g","g","r","r","y","r","y","y","y","y","i","b","g","b","b","b","b","b","b","v","v","v","v","g","b","r","g","g","g","g","g","r","b","g","g","g","x"
"x","r","r","r","r","r","r","r","y","i","i","i","i","i","i","i","g","g","g","v","g","b","i","b","b","b","b","i","g","g","g","r","r","o","g","y","y","y","y","v","o","i","b","b","b","b","b","b","v","v","v","v","r","i","v","g","g","g","g","g","y","y","y","y","y","x"
"x","r","r","r","r","r","r","r","v","i","i","i","i","i","i","i","y","o","o","o","o","o","o","b","b","b","b","v","v","v","v","i","i","i","o","g","g","g","r","b","v","g","v","v","v","v","v","o","v","v","v","v","y","y","y","g","g","g","g","g","y","y","y","y","y","x"
"x","r","r","r","r","r","r","r","y","y","y","y","y","y","o","o","g","o","o","o","o","o","o","v","i","i","i","v","v","v","v","i","i","i","b","g","g","g","b","r","y","b","v","v","v","v","v","g","g","g","g","g","y","y","y","i","r","r","o","v","y","y","y","y","y","x"
"x","r","r","r","r","r","r","r","y","y","y","y","y","y","o","o","b","o","o","o","o","o","o","b","i","i","i","v","v","v","v","i","i","i","o","g","g","g","y","i","g","o","v","v","v","v","v","g","g","g","g","g","y","y","y","o","r","r","v","b","y","y","y","y","y","x"
"x","o","o","o","y","v","b","v","y","y","y","y","y","y","i","v","y","o","o","o","o","o","o","y","i","i","i","v","v","v","v","g","y","y","y","y","y","y","g","v","o","g","v","v","v","v","v","g","g","g","g","g","r","r","r","r","o","g","r","g","y","y","y","y","y","x"
"x","o","o","o","g","g","o","r","y","y","y","y","y","y","b","b","b","o","o","o","o","o","o","r","r","r","o","b","g","y","r","b","y","y","y","y","y","y","v","b","v","b","v","v","v","v","v","g","g","g","g","g","r","r","r","r","b","b","b","b","b","b","b","i","g","x"
"x","o","o","o","g","g","y","g","y","y","y","y","y","y","b","b","b","o","o","o","o","o","o","r","r","r","v","v","v","i","i","i","y","y","y","y","y","y","i","g","g","g","g","g","g","g","r","g","g","g","g","g","r","r","r","r","b","b","b","b","b","b","b","r","r","x"
"x","b","b","b","b","b","r","b","y","y","y","y","y","y","b","b","b","g","b","b","g","r","v","r","r","r","v","v","v","i","i","i","y","y","y","y","y","y","v","g","g","g","g","g","g","g","v","v","v","v","v","i","r","r","r","r","b","b","b","b","b","b","b","r","r","x"
"x","b","b","b","b","b","v","v","v","v","v","v","o","g","v","v","v","v","b","b","v","o","y","y","y","g","v","v","v","i","i","i","y","y","y","y","y","y","b","g","g","g","g","g","g","g","v","v","v","v","v","g","b","b","y","i","b","b","b","b","b","b","b","i","i","x"
"x","b","b","b","b","b","v","v","v","v","v","v","r","b","v","v","v","v","g","y","o","b","y","y","y","o","o","o","o","o","o","o","y","y","y","y","y","y","i","g","g","g","g","g","g","g","v","v","v","v","v","r","b","b","g","o","b","b","b","b","b","b","b","i","i","x"
"x","b","b","b","b","b","v","v","v","v","v","v","i","i","v","v","v","v","r","v","g","g","y","y","y","o","o","o","o","o","o","o","v","r","r","r","r","g","b","g","g","g","g","g","g","g","v","v","v","v","v","b","o","o","o","r","b","b","b","b","b","b","b","g","v","x"
"x","b","b","b","b","b","v","v","v","v","v","v","i","i","v","v","v","v","i","o","g","g","v","v","b","o","o","o","o","o","o","o","y","r","r","r","r","v","r","g","g","g","g","g","g","g","v","v","v","v","v","r","o","o","o","v","b","b","b","b","b","b","b","y","r","x"
"x","y","y","r","i","o","v","v","v","v","v","v","r","r","r","r","r","r","r","r","y","i","v","v","i","o","o","o","o","o","o","o","g","r","r","r","r","o","v","g","g","g","g","g","g","g","i","i","i","i","i","i","o","o","o","r","g","v","o","o","o","o","o","i","v","x"
"x","y","y","i","g","y","v","v","v","v","v","v","r","r","r","r","r","r","r","r","v","b","o","y","g","o","o","o","o","o","o","o","b","r","r","r","r","i","i","i","i","i","i","i","y","o","i","i","i","i","i","i","g","b","y","y","v","b","o","o","o","o","o","y","y","x"
"x","o","o","o","o","o","o","g","g","g","g","g","r","r","r","r","r","r","r","r","g","o","v","o","b","o","o","o","o","o","o","o","i","y","g","v","o","i","i","i","i","i","i","i","v","y","i","i","i","i","i","i","b","g","y","y","g","v","o","o","o","o","o","y","y","x"
"x","o","o","o","o","o","o","g","g","g","g","g","r","r","r","r","r","r","r","r","b","v","r","r","r","o","o","o","o","o","o","o","r","r","b","b","b","i","i","i","i","i","i","i","g","g","i","i","i","i","i","i","r","i","o","i","b","b","o","o","o","o","o","r","o","x"
"x","o","o","o","o","o","o","g","g","g","g","g","r","r","r","r","r","r","r","r","o","y","r","r","r","v","v","r","b","b","b","g","r","r","b","b","b","i","i","i","i","i","i","i","g","g","i","i","i","i","i","i","v","y","g","y","b","b","o","o","o","o","o","y","r","x"
"x","o","o","o","o","o","o","g","g","g","g","g","r","r","r","r","r","r","r","r","b","i","r","r","r","v","v","o","b","b","b","i","v","g","b","b","b","i","i","i","i","i","i","i","y","v","i","i","i","i","i","i","y","r","r","o","i","v","g","r","b","i","v","r","y","x"
"x","o","o","o","o","o","o","g","g","g","g","g","r","r","r","r","r","r","r","r","o","o","o","o","o","r","y","y","b","b","b","g","o","i","r","r","g","i","i","i","i","i","i","i","r","g","o","o","o","o","o","o","o","r","r","y","y","y","y","o","o","o","o","o","r","x"
"x","o","o","o","o","o","o","b","b","b","i","y","r","r","r","r","r","r","r","r","o","o","o","o","o","b","y","y","g","g","v","v","v","v","r","r","v","i","i","i","i","i","i","i","v","v","o","o","o","o","o","o","o","y","g","y","y","y","y","o","o","o","o","o","y","x"
"x","i","i","i","i","r","r","b","b","b","r","g","v","o","b","g","g","g","v","i","o","o","o","o","o","i","i","r","g","g","v","v","v","v","y","y","y","y","r","r","r","r","r","r","v","v","o","o","o","o","o","o","o","b","v","y","y","y","y","o","o","o","o","o","r","x"
"x","i","i","i","i","r","r","b","b","b","o","o","o","r","r","g","g","g","b","b","o","o","o","o","o","i","i","o","i","y","v","v","v","v","y","y","y","y","r","r","r","r","r","r","i","g","o","o","o","o","o","o","o","g","b","y","y","y","y","o","o","o","o","o","v","x"
"x","i","i","i","i","v","v","r","i","i","o","o","o","r","r","g","g","g","b","b","o","o","o","o","o","v","v","v","y","g","v","v","v","v","y","y","y","y","r","r","r","r","r","r","v","y","o","o","o","o","o","o","o","r","r","r","r","g","v","o","o","o","o","o","i","x"
"x","i","i","i","i","v","v","g","i","i","o","o","o","b","b","b","b","i","i","i","i","v","g","y","b","v","v","v","r","r","r","r","r","b","y","y","y","y","r","r","r","r","r","r","g","i","o","o","o","o","o","o","o","r","r","r","r","i","b","b","y","y","r","r","r","x"
"x","b","b","b","b","b","b","y","y","y","y","i","i","b","b","b","b","i","i","i","i","g","v","b","r","v","v","v","r","r","r","r","r","g","g","g","g","b","r","r","r","r","r","r","b","g","o","o","o","o","o","o","o","r","r","r","r","g","b","b","y","y","r","r","r","x"
"x","b","b","b","b","b","b","y","y","y","y","i","i","b","b","b","b","i","i","i","i","b","i","i","i","i","g","g","r","r","r","r","r","g","g","g","g","o","r","r","r","r","r","r","g","r","v","v","v","v","v","v","g","r","r","r","r","y","r","r","o","g","r","r","r","x"
"x","b","b","b","b","b","b","y","y","y","y","b","v","b","b","b","b","i","i","i","i","r","i","i","i","i","g","g","r","r","r","r","r","g","g","g","g","b","b","b","b","g","g","b","b","b","v","v","v","v","v","v","o","v","o","o","b","o","r","r","v","r","g","y","v","x"
"x","b","b","b","b","b","b","y","y","y","y","o","y","y","y","y","y","y","y","y","g","g","i","i","i","i","y","v","r","r","r","r","r","g","g","g","g","b","b","b","b","g","g","b","b","b","v","v","v","v","v","v","i","i","o","o","r","b","b","b","b","b","b","b","r","x"
"x","b","b","b","b","b","b","r","r","v","v","v","y","y","y","y","y","y","y","y","g","g","i","i","i","i","o","r","b","o","y","y","y","y","y","y","y","b","b","b","b","v","r","b","b","b","v","v","v","v","v","v","i","i","g","r","y","b","b","b","b","b","b","b","o","x"
"x","b","b","b","b","b","b","r","r","v","v","v","y","y","y","y","y","y","y","y","i","y","y","y","y","y","y","y","g","g","y","y","y","y","y","y","y","b","b","b","b","i","o","o","o","o","v","v","v","v","v","v","g","y","b","i","v","b","b","b","b","b","b","b","v","x"
"x","y","i","i","i","i","i","b","o","v","v","v","y","y","y","y","y","y","y","y","o","y","y","y","y","y","y","y","g","g","y","y","y","y","y","y","y","i","o","i","g","y","o","o","o","o","v","v","v","v","v","v","o","r","o","o","o","b","b","b","b","b","b","b","g","x"
"x","r","i","i","i","i","i","v","y","y","o","i","y","y","y","y","y","y","y","y","g","y","y","y","y","y","y","y","o","i","y","y","y","y","y","y","y","v","v","v","v","r","o","o","o","o","y","y","y","y","y","y","y","v","o","o","o","b","b","b","b","b","b","b","o","x"
"x","v","i","i","i","i","i","b","y","y","v","v","y","y","y","y","y","y","y","y","o","y","y","y","y","y","y","y","i","o","y","y","y","y","y","y","y","v","v","v","v","g","o","o","o","o","y","y","y","y","y","y","y","r","o","o","o","b","b","b","b","b","b","b","r","x"
"x","g","i","i","i","i","i","r","o","r","v","v","y","y","y","y","y","y","y","y","b","y","y","y","y","y","y","y","r","g","y","y","y","y","y","y","y","v","v","v","v","i","r","g","v","b","y","y","y","y","y","y","y","v","i","y","v","b","b","b","b","b","b","b","y","x"
"x","b","i","i","i","i","i","o","b","i","g","b","y","y","y","y","y","y","y","y","i","y","y","y","y","y","y","y","g","v","y","y","y","y","y","y","y","v","v","v","v","r","i","y","r","i","y","y","y","y","y","y","y","r","r","r","r","i","i","i","i","i","i","i","i","x"
"x","v","v","v","v","v","v","v","o","o","o","o","o","o","g","b","r","g","g","g","v","y","y","y","y","y","y","y","i","i","i","i","i","b","b","b","b","b","b","b","y","i","r","r","i","b","y","y","y","y","y","y","y","r","r","r","r","i","i","i","i","i","i","i","i","x"
"x","v","v","v","v","v","v","v","o","o","o","o","o","o","r","r","v","g","g","g","i","g","i","r","r","g","g","r","i","i","i","i","i","b","b","b","b","b","b","b","r","o","r","r","y","o","y","y","y","y","y","y","y","r","r","r","r","i","i","i","i","i","i","i","i","x"
"x","v","v","v","v","v","v","v","o","o","o","o","o","o","r","r","i","g","g","g","r","o","g","r","r","g","g","b","i","i","i","i","i","b","b","b","b","b","b","b","i","i","i","i","i","i","y","y","y","y","y","y","y","r","r","r","r","i","i","i","i","i","i","i","i","x"
"x","v","v","v","v","v","v","v","o","o","o","o","o","o","v","v","v","v","v","v","v","v","o","y","o","v","v","y","i","i","i","i","i","b","b","b","b","b","b","b","i","i","i","i","i","i","v","o","g","g","g","g","g","g","o","y","v","i","i","i","i","i","i","i","i","x"
"x","v","v","v","v","v","v","v","o","o","o","o","o","o","v","v","v","v","v","v","v","v","b","b","y","v","v","b","i","i","i","i","i","b","b","b","b","b","b","b","i","i","i","i","i","i","r","r","g","g","g","g","g","g","b","o","g","i","i","i","i","i","i","i","i","x"
"x","v","v","v","v","v","v","v","o","o","o","o","o","o","v","v","v","v","v","v","v","v","b","b","o","o","o","o","r","r","r","b","o","b","b","b","b","b","b","b","i","i","i","i","i","i","r","r","g","g","g","g","g","g","r","i","o","i","i","i","i","i","i","i","i","x"
"x","v","v","v","v","v","v","v","r","y","g","y","i","b","v","v","v","v","v","v","v","v","y","v","o","o","o","o","r","r","r","i","v","b","b","b","b","b","b","b","i","i","i","i","i","i","g","b","g","g","g","g","g","g","i","b","v","i","i","i","i","i","i","i","i","x"
"x","r","r","y","y","y","g","g","g","b","v","v","v","r","v","v","v","v","v","v","v","v","b","b","o","o","o","o","r","r","r","g","g","g","g","g","g","o","g","r","i","i","i","i","i","i","r","y","g","g","g","g","g","g","r","r","r","r","r","r","r","y","g","y","y","x"
"x","r","r","y","y","y","g","g","g","o","v","v","v","i","v","v","v","v","v","v","v","v","b","b","o","o","o","o","y","y","y","g","g","g","g","g","g","b","v","v","v","v","v","b","b","r","i","b","g","g","g","g","g","g","r","r","r","r","r","r","r","v","i","y","y","x"
"x","y","i","y","y","y","g","g","g","y","v","v","v","g","v","v","v","v","v","v","v","v","i","v","y","i","i","r","y","y","y","g","g","g","g","g","g","y","v","v","v","v","v","b","b","v","v","v","v","v","v","v","o","b","r","r","r","r","r","r","r","b","y","b","o","x"
"x","b","o","g","b","b","b","b","b","b","i","i","i","y","v","v","v","v","v","v","v","v","y","i","v","i","i","b","y","y","y","g","g","g","g","g","g","o","v","v","v","v","v","y","i","v","v","v","v","v","v","v","y","y","r","r","r","r","r","r","r","o","o","y","r","x"
"x","i","b","r","b","b","b","b","b","b","i","i","i","g","g","g","g","g","g","g","y","y","r","r","r","r","r","r","r","r","o","g","g","g","g","g","g","i","v","v","v","v","v","g","o","v","v","v","v","v","v","v","y","y","r","r","r","r","r","r","r","o","o","v","v","x"
"x","y","y","y","b","b","b","b","b","b","i","i","i","g","g","g","g","g","g","g","y","y","r","r","r","r","r","r","r","r","v","g","g","g","g","g","g","y","v","v","v","v","v","y","i","v","v","v","v","v","v","v","i","b","r","r","r","r","r","r","r","i","r","v","v","x"
"x","y","y","y","b","b","b","b","b","b","o","g","b","g","g","g","g","g","g","g","i","o","r","r","r","r","r","r","r","r","i","r","i","i","i","b","i","b","o","g","g","g","g","g","g","v","v","v","v","v","v","v","g","v","r","r","r","r","r","r","r","b","b","b","b","x"
"x","y","y","y","b","b","b","b","b","b","r","r","r","g","g","g","g","g","g","g","r","y","r","r","r","r","r","r","r","r","o","b","i","i","i","y","o","g","b","g","g","g","g","g","g","v","v","v","v","v","v","v","r","b","y","v","v","v","v","v","v","b","b","b","b","x"
"x","i","i","i","b","b","b","b","b","b","r","r","r","g","g","g","g","g","g","g","i","o","r","r","r","r","r","r","r","r","i","y","i","i","i","v","y","y","r","g","g","g","g","g","g","v","v","v","v","v","v","v","g","i","g","v","v","v","v","v","v","b","b","b","b","x"
"x","i","i","i","o","o","o","y","o","i","r","r","r","g","g","g","g","g","g","g","b","v","r","r","r","r","r","r","r","r","g","r","r","r","r","o","y","y","b","g","g","g","g","g","g","b","r","y","y","y","y","y","y","y","y","v","v","v","v","v","v","b","b","b","b","x"
